"","popularity","dcluster","ent","r_ent","cluster1","cluster2","cluster3","timeWwa","income","lifestd","sportint","football","age","civic","resmob","soccont","attgen","attgiven","attdiscovered","attnoatt","tvinfo","tvlowbrow","tvhighbrow","tvpop","tvcons","moviesepic","movieshigh","movieslight","bookshigh","bookslow","booksknow","booksfant","pressgen","pressknow","presscons","presslib","pressspec","musichigh","musicmodern","musicrock","musicafro","cultcap","lifestab","wealth","can1","can2"
"klub_komediowy",3,"Wolne_Zawody",0,0,NA,NA,1,12.6666666666667,1,3.33333333333333,2.33333333333333,2,24,2.66666666666667,36,19.6666666666667,39,2.66666666666667,4.11111111111111,2.33333333333333,0.270848314720567,0.501409258638782,0.613899219058726,0.253262907137779,0.655295147681112,1.37896430420738,-0.0830094906384059,-0.749962328594315,0.699266583173364,-0.353003390896004,-0.0769312221054627,-0.252036084953189,-0.0639045399537614,0.69422692853108,0.899587679205821,0.349582746409481,0.763034934687292,0.822328074448725,0.879827550034992,0.42634693226091,0.115096254344234,0.0705769536963506,0.124532492292103,-0.0213937577813074,-1.535210742712,0.326876174349648
"lasek_bielański",9,"Wolne_Zawody",1.35164411515339,0.852792488490041,0.555555555555556,0.333333333333333,0.111111111111111,13.3333333333333,1.33333333333333,3.44444444444444,2.77777777777778,2.44444444444444,24.7777777777778,3.88888888888889,34.4444444444444,18.3333333333333,36.7777777777778,2,3.72222222222222,2.96296296296296,0.0221977783234988,0.20900052021219,0.6920742512848,0.349660685693432,0.151492556617183,0.573729874000499,-0.114886744614158,-0.616056979784965,0.616464090943668,-0.170926408066681,0.348928938639481,-0.606768227496435,0.0677129555664147,0.265016079116729,0.164184777200586,0.458027607950191,-0.163100931092857,0.285403123814501,-0.181114107796578,-0.208571648417198,-0.302135591338707,0.194820644114839,0.190790105150025,-0.0869906018405592,-0.812433068912175,0.431458842945444
"bar_studio",7,"Wolne_Zawody",0.591672778582327,0.591672778582327,NA,0.857142857142857,0.142857142857143,16.2857142857143,2,3.42857142857143,2,1.85714285714286,24.5714285714286,1.85714285714286,35.7142857142857,17,33.5714285714286,1.57142857142857,3.9047619047619,3.07142857142857,0.126171816888317,0.107485247618212,0.0198774212043888,0.0944011064362677,0.23967244726348,0.309750578275748,0.076068111825161,-0.162826213852281,0.658555375660709,-0.242594868430622,0.0769533026345929,-0.0681173586206358,0.453508865456947,0.0784343320869886,-0.303041026567584,0.502111489417802,-0.00476860608310169,0.647410836671268,0.455606303200246,-0.187854701470726,-0.256420922425348,0.473125115962846,0.325342589807915,-0.198726738060522,-1.24121522628339,-0.0472338976680147
"klub_55",10,"Wolne_Zawody",1.29546184423832,0.81734542214651,0.6,0.1,0.3,20.1,1.7,3.9,2.3,1.8,24.4,2.6,37.1,20.8,33.8,1.85,3.86666666666667,3.15,0.278229294888558,-0.442422286235682,0.0885862623180004,0.265673134578853,-0.0189027621425405,0.321594260569188,-0.00299597461348099,-0.183573708070366,0.234145880498433,-0.032400196556497,0.0618333069293302,-0.197535803043617,0.608093339020706,0.397861096555839,-0.12357306111406,0.325078376379719,0.347124921307842,0.438447276382411,0.584419207247557,0.15462076066107,0.0972465364294367,0.400233342932109,0.257139988230961,0.234415888529082,-0.500756144737508,-0.0381313146495103
"art_cafe",1,"Wolne_Zawody",0,0,NA,NA,1,25,2,3,2,2,25,5,39,23,39,2,4,2.66666666666667,0.563184431375581,0.267708209505395,0.999654549248394,0.742661221994243,0.433616854468268,1.23678870007931,0.846580204836539,-0.406413465276152,1.02962333575652,-0.044112078933542,0.15235380281763,-0.618876332687635,0.699200183981798,0.870608150387217,0.356268477765055,1.31450500887043,-0.0327696692427706,2.14388375067856,0.245800130725879,0.422645899536311,0.303626457182491,0.577833983539566,0.410746287297092,0.130372805604047,-2.72124097354056,0.526859988213967
"jazz_bistro",1,"Wolne_Zawody",0,0,NA,NA,1,25,2,3,2,2,25,5,39,23,39,2,4,2.66666666666667,0.563184431375581,0.267708209505395,0.999654549248394,0.742661221994243,0.433616854468268,1.23678870007931,0.846580204836539,-0.406413465276152,1.02962333575652,-0.044112078933542,0.15235380281763,-0.618876332687635,0.699200183981798,0.870608150387217,0.356268477765055,1.31450500887043,-0.0327696692427706,2.14388375067856,0.245800130725879,0.422645899536311,0.303626457182491,0.577833983539566,0.410746287297092,0.130372805604047,-2.72124097354056,0.526859988213967
"zachęta",6,"Wolne_Zawody",0,0,NA,NA,1,13.6666666666667,1.16666666666667,3.33333333333333,2,1.83333333333333,23.6666666666667,3.66666666666667,37.1666666666667,19,33.6666666666667,1.91666666666667,3.69444444444444,2.69444444444444,-0.534505269255957,0.10752228234191,0.672429255910296,-0.203147539917875,0.506366573967015,0.852317219670214,-0.021869737009784,0.000401364701735259,0.995036473713416,-0.769579538238833,0.104226827802807,-0.225341131306953,0.0795513305822506,0.408582614901902,-0.0452209727877204,0.440046825915104,-0.294836876276252,0.849932490293644,0.690157129674868,0.183151174323966,0.391022761679538,0.395593694194296,0.0945672602435441,-0.20958690572357,-1.95737715458056,-0.41848715014928
"karma",2,"Studenci",1,1,NA,0.5,0.5,25.5,1.5,3,2,2.5,26,4.5,36.5,19.5,40,3,3.91666666666667,2.08333333333333,0.607842060654014,0.704495698926203,0.496421884513163,0.480038715083376,0.192029365887678,0.696064564481385,0.448638141817356,-1.03716747121145,0.768561507715801,0.240680696049486,0.483966243722942,-1.08616376086734,0.329105805124342,-0.0735095988520307,0.492013136967232,1.10937785927212,-0.119056746627153,0.782517396056221,-0.130488132993011,-0.306765964966717,0.553389197841656,0.510624743995995,0.401164368973887,-0.170279034162808,-1.6477273236427,1.45129493758039
"teatr_narodowy",3,"Wolne_Zawody",0,0,NA,NA,1,21,1,4,1.33333333333333,1.33333333333333,22,3.33333333333333,35.3333333333333,20.6666666666667,32.6666666666667,1.5,3.38888888888889,3.22222222222222,0.191433537921493,0.526044416153708,0.665350747329539,0.847936428341176,-0.381416272694523,0.827713854709698,0.291282414872844,-0.45199872214561,1.02604109890074,-0.638952303722422,-0.0609837249204944,-0.246296307108211,0.590556513242448,1.04762757394334,-0.798007316377332,1.14689458301333,0.316117564994452,0.827459645362076,-0.903935644608208,0.0830908163326095,-0.0507226923364547,0.522567061699949,-0.012645240426496,0.2311517386637,-1.17969598605229,0.5392868866041
"resort",6,"Wolne_Zawody",0.650022421648354,0.650022421648354,NA,0.833333333333333,0.166666666666667,17,1.83333333333333,3.66666666666667,1.83333333333333,2,24.1666666666667,2.66666666666667,34.1666666666667,19,35.3333333333333,2.08333333333333,4.22222222222222,3.05555555555556,0.56234110259903,0.588467329825429,0.163000970556342,0.680178911310908,0.216317881917258,0.524490577416862,0.467006123315549,-0.394095309836672,0.516296625239943,0.419518477172086,0.357992363803776,-0.0756598366223578,0.623594562897116,0.361700213289073,0.0163986890554628,0.843866862020598,0.559780845305114,0.48784721555144,0.439293954983794,0.138253141422452,-0.551328601175801,0.307048846566146,0.201315610151269,0.03479960705005,-0.891084054877954,0.938814411862551
"po_prostu",1,"Wolne_Zawody",0,0,NA,NA,1,25,2,3,2,2,25,5,39,23,39,2,4,2.66666666666667,0.563184431375581,0.267708209505395,0.999654549248394,0.742661221994243,0.433616854468268,1.23678870007931,0.846580204836539,-0.406413465276152,1.02962333575652,-0.044112078933542,0.15235380281763,-0.618876332687635,0.699200183981798,0.870608150387217,0.356268477765055,1.31450500887043,-0.0327696692427706,2.14388375067856,0.245800130725879,0.422645899536311,0.303626457182491,0.577833983539566,0.410746287297092,0.130372805604047,-2.72124097354056,0.526859988213967
"atmosfera_żoliborza",1,"Wolne_Zawody",0,0,NA,NA,1,25,2,3,2,2,25,5,39,23,39,2,4,2.66666666666667,0.563184431375581,0.267708209505395,0.999654549248394,0.742661221994243,0.433616854468268,1.23678870007931,0.846580204836539,-0.406413465276152,1.02962333575652,-0.044112078933542,0.15235380281763,-0.618876332687635,0.699200183981798,0.870608150387217,0.356268477765055,1.31450500887043,-0.0327696692427706,2.14388375067856,0.245800130725879,0.422645899536311,0.303626457182491,0.577833983539566,0.410746287297092,0.130372805604047,-2.72124097354056,0.526859988213967
"bar_prasowy",3,"Wolne_Zawody",0.91829583405449,0.91829583405449,NA,0.666666666666667,0.333333333333333,15.3333333333333,0.666666666666667,3.66666666666667,2.66666666666667,2.33333333333333,22.6666666666667,4,37.6666666666667,20,34,2.5,3.88888888888889,2.66666666666667,-0.0427279340389739,-0.71676975421371,0.244526723146617,-0.443245466197774,0.516681599507776,0.335749178710945,-0.565575703966455,0.188091178691635,1.05331072074262,-0.318014566360231,0.627070240100705,-0.0800715898477311,0.0273054025866116,0.609794597372053,0.0791281660173325,-0.0310502909482309,0.049692583741659,0.904727782412071,0.28592738388095,-0.112524149403383,0.184763235623964,0.365659028457097,0.172920083164945,-0.257383956694961,-1.47862782896143,-0.628871733817847
"cafe_kulturalna",10,"Wolne_Zawody",0.468995593589281,0.468995593589281,NA,0.9,0.1,19.3,1.6,3.3,2.8,2.3,25.1,3.8,34.8,18.7,36.1,2.25,3.93333333333333,2.76666666666667,-0.198883576825179,0.160626419298086,0.108463220036368,-0.287400651245032,0.241021096114981,0.454930266576997,0.0466323211751135,0.297192719101172,0.629813613360084,-0.147265873389784,0.418257414161868,0.0339411781596838,0.138130579123707,-0.0665118864179562,-0.309633330832311,0.216776675272798,-0.308721731762893,0.612658365234042,0.671310782081904,-0.196143489253633,0.14658204806846,0.499867427726845,0.231145006156638,-0.330482783457072,-1.77658237513386,-0.231451988908473
"msn",3,"Wolne_Zawody",0,0,NA,NA,1,8.66666666666667,1,3.66666666666667,1.66666666666667,1.33333333333333,22.3333333333333,4.33333333333333,37.3333333333333,22.3333333333333,33,2.33333333333333,4.22222222222222,2.5,-0.655851654661127,0.14482726901954,0.571356472867038,-0.146030997821227,0.753499460522905,1.12181230187045,0.168193886617804,-0.203201614792689,0.657466482098477,-0.783595365724612,0.0707417069298721,-0.305443002777471,-0.683962363792255,0.068880111858725,0.134479691266782,-0.251446453103929,0.118082053593372,0.638571254624643,1.0341010999498,0.897343795347331,0.218541783400286,0.245154357419114,-0.136980186037334,-0.138373650024744,-1.47429857059411,-0.729133417902079
"1500m2",7,"Wolne_Zawody",0,0,NA,NA,1,14.1428571428571,1.14285714285714,3.57142857142857,2.57142857142857,1.71428571428571,24.4285714285714,2.57142857142857,34.4285714285714,17.5714285714286,33.8571428571429,2,3.52380952380952,3,-0.124886265808142,0.877338648370882,0.18770747808854,0.0599633422136033,0.688990268102729,-0.227803927775904,-0.172053609142151,-0.0840743223828767,-0.00207822821018155,0.42151480439476,0.57631718570474,0.116268674024631,0.449937479234347,0.357950493774244,0.147235400606303,0.462057531871009,0.078367543986843,0.407129176060422,1.55556963101059,-0.194186427251102,0.0732135691330349,0.4019711231374,0.257788427904084,-0.216837192043528,-1.403678837649,0.289987821324241
"miasto_cypel",1,"Wolne_Zawody",0,0,NA,NA,1,15,1,4,3,3,26,2,34,19,44,4,3.33333333333333,1.16666666666667,0.644342264900112,0.335834569844773,-1.64352326017095,-0.738662868173784,1.46248336868249,-0.0204231563155235,-0.119719712518335,-0.101592618807915,-0.323347694432819,1.27881119975849,0.613432239345363,-0.752486050138053,-0.0702454069168532,0.459683477782205,0.789233261534775,-1.05762848812649,0.445332319087673,-0.964848056220199,2.05332831317876,0.326465177160533,-0.59807167349199,0.255373063826261,0.739361674126279,0.153658782637843,0.0517315677122011,0.63251479834593
"4pokoje",1,"Wolne_Zawody",0,0,NA,NA,1,26,0,4,4,1,26,1,36,20,44,1.5,4,3.16666666666667,0.40049867584262,-1.65210277667211,1.51526398329041,-0.122925700356439,0.989437000843358,1.97516481813637,1.68521897153731,1.61474216503224,0.589920029687783,0.774462451192464,-0.0812953005190593,0.227506615156153,2.2719959987613,0.978444217775332,0.839081075874428,0.480256207561724,0.411092291868363,-0.757139995408637,-0.590556358777119,-0.217906483863426,-0.52519379267302,0.0603205276327652,0.232185594686387,0.220441732508602,-1.05286968135656,1.87028166490585
"park_praski",6,"Wolne_Zawody",1.45914791702724,0.920619835714305,0.5,0.333333333333333,0.166666666666667,15.8333333333333,0.5,3,1.83333333333333,1.16666666666667,21.8333333333333,2.16666666666667,34,16.6666666666667,37.8333333333333,2.5,3.69444444444444,2.75,-0.23911638947013,-0.78290884614278,0.0433753366568163,0.286800566281768,0.104964543373755,0.880162854696142,0.352395837585211,0.18964795638584,0.384642413404802,0.249486928622748,0.265354018741353,0.299797749728616,0.857308942494837,0.759459906035795,0.304004089678471,-0.158865331795622,0.331105813242706,0.0270210903799795,-0.263710841636816,0.190916009021499,-0.778664054529546,-0.00280910594461883,-0.0215598244095421,-0.268028142545346,-0.702277915662106,0.109654768165939
"dosir_na_jagiellońskiej",1,"Wolne_Zawody",0,0,NA,NA,1,26,0,4,4,1,26,1,36,20,44,1.5,4,3.16666666666667,0.40049867584262,-1.65210277667211,1.51526398329041,-0.122925700356439,0.989437000843358,1.97516481813637,1.68521897153731,1.61474216503224,0.589920029687783,0.774462451192464,-0.0812953005190593,0.227506615156153,2.2719959987613,0.978444217775332,0.839081075874428,0.480256207561724,0.411092291868363,-0.757139995408637,-0.590556358777119,-0.217906483863426,-0.52519379267302,0.0603205276327652,0.232185594686387,0.220441732508602,-1.05286968135656,1.87028166490585
"hydrozagadka",7,"Wolne_Zawody",0.863120568566631,0.863120568566631,NA,0.714285714285714,0.285714285714286,13,1,3.42857142857143,1.71428571428571,1.14285714285714,24.1428571428571,3.28571428571429,33.7142857142857,18.1428571428571,30,1.5,3.11904761904762,2.80952380952381,0.0882042985177465,-0.655561670538414,0.187622683738015,-0.0618390470891053,-0.265976719267373,0.778975039421707,-0.313165544898771,0.21278667901954,0.535119741120328,-0.416406644745719,-0.14422116858127,-0.0727335825040856,0.396100145641965,0.542594256726759,-0.603700775879397,0.179692193717241,-0.0938103877147435,0.310252077469683,-0.298570228453288,-0.0867628483473442,-0.653166011170605,0.118205494062418,0.0147221645607992,0.0698384838185121,-0.51726948014393,-0.55129372201049
"francuska_30",2,"Wolne_Zawody",0,0,NA,NA,1,15,1.5,3,2.5,1.5,25,7.5,33.5,16,37,2,3.75,3.5,-1.10443765544771,-0.585207014182655,0.478899964749804,-0.186806318499346,0.621480395350874,1.40424809699945,0.883209197219505,0.856931994302656,0.0761593420019211,0.589103978122261,0.550508744542666,0.633425800572195,0.767875918838254,0.250231434768413,-0.245666494823345,-0.0334373376113342,-0.0158513274774738,1.02437486943875,0.759883569045862,0.858620486714057,0.302258039512933,0.54198013922415,0.186737311188203,-0.264441756523568,-3.27444673713763,-0.383271919519025
"park_skaryszewski",21,"Wolne_Zawody",1.32230578885331,0.83428206550733,0.619047619047619,0.142857142857143,0.238095238095238,15.3809523809524,0.904761904761905,3.33333333333333,2.52380952380952,1.85714285714286,22.3333333333333,2.66666666666667,32.8571428571429,17.2380952380952,36.1904761904762,2.54761904761905,3.66666666666667,2.65873015873016,-0.477275453423543,-0.353641569110761,0.116832081167702,-0.0628842728061911,0.0678126608395322,0.615725296497669,-0.0102907583230916,0.265088301799733,0.416532757915871,0.203566428341451,0.0843284857165301,0.500317247465461,0.0369583630000362,0.336269841090045,-0.0132694918273405,-0.0273401666327666,0.00369176839426483,0.444139428634752,-0.276704117924327,0.407824250070093,-0.367106613419326,0.132102517384756,-0.0519886649521522,-0.00556439447418851,-0.845058913197067,-0.360265210885821
"huśtawka",2,"Kulturalnie_wycofani",1,1,NA,0.5,0.5,14.5,1.5,3.5,1,1,24,5,35,20,42,2.5,3.66666666666667,3.33333333333333,-1.00564875513707,-1.93254158606742,0.869256371597369,-1.3953059627701,-0.750832211058785,0.948848065204118,-1.25787929254401,0.0691105908575269,1.0342833101478,0.116480161419022,-1.20907623748945,0.733794663483392,-0.25840707813475,1.19793251023734,-1.48223170491198,-1.13252769789395,-0.159301033308791,1.37218083132488,1.09886099655586,0.34632475719513,-1.35844538356184,0.707146906066512,0.306092342999424,-0.204046467001322,-1.79677023292145,-2.62674416983688
"mały_wojtek",2,"Wolne_Zawody",0,0,NA,NA,1,24.5,1.5,4,1.5,1,24.5,6,33.5,20.5,41,2.75,4.5,3.16666666666667,-0.793904237645998,0.161645271191635,0.40351411010073,0.549520662683478,-0.141119103667549,0.735360545514966,0.376312750078211,-0.324944329110732,-0.0909432371343838,0.347550612251815,0.7403050225023,0.0757918468217399,1.27022461525699,0.889808321314792,-0.705802105378589,1.12907021189768,-0.0150063353242293,1.68703024075953,1.7375710979231,0.877958509479515,-0.00164458834909947,0.850716925699188,0.349924243380772,0.0247816989348031,-2.69624343589156,-0.481590069150819
"antykwariat_cafe",5,"Wolne_Zawody",0.721928094887362,0.721928094887362,NA,0.8,0.2,13.8,1.2,3.2,1.4,1.4,24.6,3.2,34,18.2,37.4,2.4,3.8,2.56666666666667,-0.989238666107722,-0.607378989648646,0.897554908637838,-0.824065016359988,-0.360384574869245,0.881067958944238,-0.353337023427899,0.255413678831713,1.20176809175257,0.250464129785586,-0.0169648012147124,0.309387963339062,-0.0184526449745469,0.220212946607486,-0.542704950752827,-0.448282746747051,-0.390738296427365,1.00835709581527,0.322735567305166,0.342800833974063,-1.02701121829495,0.186546081073999,-0.00318947492781076,-0.183928448792728,-1.15397250851336,-0.893668629188835
"przejście",1,"Wolne_Zawody",0,0,NA,NA,1,26,2,3,1,1,26,8,30,18,45,2.5,4,3,-1.42406688732503,-1.24946784929379,0.563784963883808,-0.124057554167598,0.179373261312654,1.05188935229429,0.475108411611172,0.926884513757166,0.765288325788758,0.868179650175378,0.961326230462406,1.35941883430793,0.654158091714081,0.745173273892317,-1.29657909592891,0.157070406645841,-0.818517085736332,1.64536303554878,1.17454578918937,1.57790429287086,-0.567440980460664,0.841686787713291,0.352610101204375,-0.0687406814474588,-3.43882830474346,-1.75101868684226
"po_drugiej_stronie_lustra",3,"Kulturalnie_wycofani",0.91829583405449,0.91829583405449,NA,0.333333333333333,0.666666666666667,20.6666666666667,1,3.33333333333333,2.33333333333333,2,24.6666666666667,1.66666666666667,30.3333333333333,16.6666666666667,26,1.33333333333333,3.27777777777778,3.72222222222222,-0.819656964708263,-0.607532981964078,0.783358125891741,-1.11059083885762,-0.536051430063163,0.820006925375892,-0.312101265995858,0.545565039747177,0.619713321371195,-0.874490844332739,0.244234171921219,0.804159952257639,0.26155966897865,-0.151755596938276,-0.261209926228102,-0.423382949806484,-0.393859580040178,0.442962788777816,1.57881347118688,0.0231682739554154,0.136755678542544,0.171783291373468,0.0763613280408172,0.122128681162715,-1.07897228515291,-1.17032923956566
"regeneracja",5,"Studenci",0.970950594454669,0.970950594454669,NA,0.4,0.6,18.6,2,3.6,3,3,26,1.8,39,21.4,34.6,2.3,4.03333333333333,2.86666666666667,0.251890551379105,0.200865608820623,-0.0543778460573674,0.695086000270779,-0.370130666436502,-0.456708358260277,0.262540726025198,-0.446682555955518,-0.273646492309891,-0.0837052813687067,-0.241819656116096,-0.837069971569842,0.421794638646117,-0.0571620279922616,-0.148817892999178,0.843863111903091,0.155415295704948,0.63554220462597,0.250249471182972,-0.357318865530897,0.407001274836003,0.314141744177924,0.240090969250137,0.214850486374621,0.00838285531717445,0.473314320320842
"centrum",5,"Kulturalnie_wycofani",0.721928094887362,0.721928094887362,NA,0.2,0.8,16,1.2,2.8,2.4,1.4,24.6,2.8,32.4,17,31.8,1.4,3.66666666666667,3.16666666666667,-0.0755625439573488,-0.798704631261402,0.00484216472005341,0.103088633354084,-0.604884905301587,-0.882146924845981,-0.758028699104006,-0.187359986059407,-1.23763764907252,0.0385507111316849,0.53423608150606,0.529992483513978,-0.596194866932869,-0.200128223210244,-0.525434702339486,-0.303106264555488,0.241191180154582,-0.287632092445497,0.297668940804591,0.690058621342975,-0.387666620932218,-0.171356155021432,-0.0321352870458705,-0.32537556732975,0.492106151094438,-1.62020286622949
"znajomi_znajomych",12,"Studenci",1.45914791702724,0.920619835714305,0.333333333333333,0.5,0.166666666666667,8.66666666666667,2.91666666666667,3.75,2,1.5,24.9166666666667,2,35.75,16.8333333333333,31.5833333333333,1.66666666666667,3.63888888888889,3.22222222222222,0.42001262639769,-0.0899431228771248,0.269436561226851,0.452950819035384,-0.000889530017943594,0.226523892401097,0.436624324382614,-0.24345350235194,0.0961427323915129,-0.0793242837912904,0.00815760052167673,-0.192479983467023,0.0110624377721934,-0.148337024748297,-0.0816670085552322,0.405586038095995,-0.0979423786754035,-0.0295621987260322,0.0857389564746862,-0.385342472752109,-0.400034960617648,-0.0485178270510909,0.385091387510289,0.0792384325581404,0.183869954210947,0.315675309135656
"park_nad_balatonem",2,"Studenci",1,1,NA,0.5,0.5,8.5,0.5,4,3.5,2,23.5,4,36.5,18.5,34,2.5,3.91666666666667,3,0.0602145861509643,-0.158634242395299,0.512201461918503,0.504895638060475,0.0413385277200372,-0.110645090001408,1.15259464342135,0.578667366513875,-0.755946636163254,0.359920551061211,0.148290174893555,-0.240819929414907,0.736389475966678,-0.368443315517043,0.278443919566259,0.531175259682573,0.573680018826637,-0.114072251857963,0.528981790036343,0.102103862874166,0.988633603398579,0.264772043589534,-0.313934009650068,-0.116018008255643,-0.373653768738074,0.943384645850498
"stadion_na_obrońców_tobruku",1,"Wolne_Zawody",0,0,NA,NA,1,4,1,3,4,2,24,7,37,14,29,1.5,3.5,4,-0.784808423570384,0.0790538209284787,0.3940149656158,-0.249555082831094,1.06358752938909,1.75660684170461,1.29130998282784,0.786979474848146,-0.612969641784916,0.310028306069144,0.139691258622926,-0.0925672331635389,0.881593745962427,-0.244710404355492,0.805246106282217,-0.22394508186851,0.786814430781385,0.403386703328724,0.345221348902355,0.139336680557249,1.17195705948653,0.242273490735008,0.0208645211720299,-0.460142831599678,-3.1100651695318,0.984474847804213
"rembertów",1,"Kulturalnie_wycofani",0,0,NA,NA,1,3,5,3,1,1,24,1,18,17,23,1.5,2.33333333333333,2.83333333333333,-0.159305677814677,-0.989508722361139,1.29068369369927,-2.66655437137259,-1.68103768343022,-1.328054891738,1.59978266610082,1.9923483945403,-2.32932278997892,-0.511670507959624,1.39960308447373,0.713289611746481,-2.64344110675735,0.866643598238488,-1.53452997656432,-2.11480735866444,-2.74849199832298,-0.235393269530822,-1.17550741561432,2.77121494459951,-1.14024510599603,-1.06135246121918,0.409654675303958,-0.672091614076179,1.91168923833997,-4.12875760110935
"las_młociński",4,"Studenci",1.5,0.946394630357186,0.25,0.5,0.25,10,2,3.75,2.25,2,21.25,2.5,30,16.75,33,2.125,3.33333333333333,2.58333333333333,0.321410191586851,-0.347506934260684,0.798229259714805,-0.0463369834619804,-0.842728720253992,0.157012856502345,0.904635030333148,0.281538103400787,-0.221816387135623,-0.272782722759975,0.207157622513511,-0.217661533790738,-0.457712673437052,0.50308768527738,-0.731499890734779,-0.0533212305823235,-0.286340033278168,-0.191012803802287,-0.63871801354441,0.276784977792381,-0.57733202566892,-0.263310100881631,0.0276564271827083,-0.165988657946197,0.655233844807806,-0.241698805454826
"lotnisko_bemowo",1,"Kulturalnie_wycofani",0,0,NA,NA,1,3,5,3,1,1,24,1,18,17,23,1.5,2.33333333333333,2.83333333333333,-0.159305677814677,-0.989508722361139,1.29068369369927,-2.66655437137259,-1.68103768343022,-1.328054891738,1.59978266610082,1.9923483945403,-2.32932278997892,-0.511670507959624,1.39960308447373,0.713289611746481,-2.64344110675735,0.866643598238488,-1.53452997656432,-2.11480735866444,-2.74849199832298,-0.235393269530822,-1.17550741561432,2.77121494459951,-1.14024510599603,-1.06135246121918,0.409654675303958,-0.672091614076179,1.91168923833997,-4.12875760110935
"sogo",1,"Kulturalnie_wycofani",0,0,NA,NA,1,3,5,3,1,1,24,1,18,17,23,1.5,2.33333333333333,2.83333333333333,-0.159305677814677,-0.989508722361139,1.29068369369927,-2.66655437137259,-1.68103768343022,-1.328054891738,1.59978266610082,1.9923483945403,-2.32932278997892,-0.511670507959624,1.39960308447373,0.713289611746481,-2.64344110675735,0.866643598238488,-1.53452997656432,-2.11480735866444,-2.74849199832298,-0.235393269530822,-1.17550741561432,2.77121494459951,-1.14024510599603,-1.06135246121918,0.409654675303958,-0.672091614076179,1.91168923833997,-4.12875760110935
"progresja",1,"Kulturalnie_wycofani",0,0,NA,NA,1,3,5,3,1,1,24,1,18,17,23,1.5,2.33333333333333,2.83333333333333,-0.159305677814677,-0.989508722361139,1.29068369369927,-2.66655437137259,-1.68103768343022,-1.328054891738,1.59978266610082,1.9923483945403,-2.32932278997892,-0.511670507959624,1.39960308447373,0.713289611746481,-2.64344110675735,0.866643598238488,-1.53452997656432,-2.11480735866444,-2.74849199832298,-0.235393269530822,-1.17550741561432,2.77121494459951,-1.14024510599603,-1.06135246121918,0.409654675303958,-0.672091614076179,1.91168923833997,-4.12875760110935
"cafe_zagadka",1,"Studenci",0,0,NA,NA,1,23,3,5,5,1,24,4,38,20,42,5,5,1.66666666666667,-0.976273820529095,-0.735041131373542,-1.48949543260815,-0.854489384018371,-0.495117960154298,-1.45816615178329,-0.588034275587535,-1.71032198511675,1.40270668664081,-0.601503174120459,-0.141293782052883,-1.69671721470749,0.0936933143116699,-0.0130104303336417,1.40422482840876,0.292861380607444,1.50709934847095,-0.0393206404598148,0.72092800711561,-2.25053356272701,0.350043226313916,-0.00493672674346997,0.275243658162727,0.75862471348983,1.77755115756854,0.633102392427316
"paradox_cafe",4,"Wolne_Zawody",0.811278124459133,0.811278124459133,NA,0.75,0.25,4.25,2.5,3.5,2.25,1,24,2.5,31.25,19.5,29,2,3,2.33333333333333,0.366293899260852,-0.058437384602343,-0.021587805287668,0.0888625679139193,-0.0647386513902592,0.40305358899647,0.201585523705558,0.769704456059412,-0.174092026516763,-0.263350137449739,0.535672250950192,0.875661340823862,-0.402092443652027,0.851882946369403,0.244887127156281,0.152588452244213,0.147524146450915,0.177223997626055,-0.592718912177341,0.348873539364509,0.123273653783688,0.195536069460733,0.279141167166739,0.15819195222396,-0.795779205541012,-0.683363328921301
"klubogaleria_wilsona",1,"Wolne_Zawody",0,0,NA,NA,1,4,3,3,5,1,26,4,36,19,27,1,3.16666666666667,2.66666666666667,-1.47971624567043,0.686110764593957,0.00503358211606073,-0.292922469817953,1.29581146753439,-0.508519263875187,-0.78254856425337,1.17591641947789,-0.689594920184809,-0.875961219652343,1.70244702383745,1.65746443633388,-0.257477103005645,0.535337546838893,0.977137391565655,-0.632966246595026,-0.646009845211387,-0.480726866970723,-0.860290296762231,0.557301889007376,0.765406114324616,-0.199611661111112,0.722619003924677,0.223128056142934,-1.78104972922201,-1.50012822322057
"gimnazjum16_na_skarżyńskiego",1,"Wolne_Zawody",0,0,NA,NA,1,4,3,3,5,1,26,4,36,19,27,1,3.16666666666667,2.66666666666667,-1.47971624567043,0.686110764593957,0.00503358211606073,-0.292922469817953,1.29581146753439,-0.508519263875187,-0.78254856425337,1.17591641947789,-0.689594920184809,-0.875961219652343,1.70244702383745,1.65746443633388,-0.257477103005645,0.535337546838893,0.977137391565655,-0.632966246595026,-0.646009845211387,-0.480726866970723,-0.860290296762231,0.557301889007376,0.765406114324616,-0.199611661111112,0.722619003924677,0.223128056142934,-1.78104972922201,-1.50012822322057
"iks_mokotów",2,"Studenci",1,1,NA,0.5,0.5,8.5,1.5,4,4,1.5,24.5,2.5,36,21,33,2.25,3.75,2.33333333333333,-0.287239324899061,0.14489422943744,0.317710770168633,0.483211944567046,0.157450496792685,-1.24320814279131,0.115665369880747,0.773135838828748,-0.794259275363201,-0.233074211799532,0.929668057500817,0.634195905333802,0.166854051482643,0.0215806600801492,0.364389562207978,0.326664677319315,-0.142732119169749,-0.556129037007687,-0.0737740327959491,0.311086467099229,0.785358130817622,0.0438294676664739,0.0369432317262557,0.225617435615663,0.290853951416821,-0.298916889661893
