"","popularity","dcluster","ent","r_ent","cluster1","cluster2","cluster3","timeWwa","income","lifestd","sportint","football","age","civic","resmob","soccont","attgen","attgiven","attdiscovered","attnoatt","tvinfo","tvlowbrow","tvhighbrow","tvpop","tvcons","moviesepic","movieshigh","movieslight","bookshigh","bookslow","booksknow","booksfant","pressgen","pressknow","presscons","presslib","pressspec","musichigh","musicmodern","musicrock","musicafro","cultcap","lifestab","wealth","can1","can2"
"śródmieście",3,"Wolne_Zawody",0,0,NA,NA,1,12.3333333333333,1.66666666666667,3.66666666666667,1.66666666666667,2,24.3333333333333,1.66666666666667,36.6666666666667,17.3333333333333,29.3333333333333,1.33333333333333,4.22222222222222,3.27777777777778,0.195569075245033,-0.0844679393792769,1.08112974729596,-0.757788895414098,0.118757312549404,0.738887838578808,-0.181431515741262,0.625482047581979,0.626996784603967,0.0324185955144151,0.777046959467611,0.347810871388838,-0.0871666254950108,0.559196484954381,-0.353341038156031,-0.599515858780465,-0.378427889327712,1.10901962731982,0.00510991693368486,-0.253266112849059,-0.967206828309463,0.0190817546188358,0.110046314367613,0.0337967832827992,-0.757999976248418,-0.461311743503356
"indeks",2,"Studenci",1,1,NA,0.5,0.5,3,0.5,2.5,3,3,21,1.5,36.5,18,25,1.25,2.91666666666667,2.58333333333333,0.573402106079142,-0.307364208431474,-0.725456878303335,1.31851505241704,-0.512203307819185,0.132699562452339,0.78656029190761,0.644791832914517,0.213702531141596,0.94726278815875,-0.166322058180121,1.01275542899867,-0.522581047359379,-0.465446131181088,-0.81316908148091,0.251963573012306,0.730037504829075,-0.688532840380801,-1.07587108062415,-0.210478758328902,-0.0963860760420923,0.0809281894038918,-0.276903944152106,-0.415019377471586,-0.00341071878296551,0.842275056229655
"muzeum_powstania_warszawskiego",3,"Wolne_Zawody",0.91829583405449,0.91829583405449,NA,0.666666666666667,0.333333333333333,8.66666666666667,1.33333333333333,2.66666666666667,4.33333333333333,3.66666666666667,20,5,35.3333333333333,17,33,2.16666666666667,4,2.55555555555556,0.120817784304422,-0.193530174469602,0.472234138314855,-0.0516754955242338,1.31817110109267,0.789787335336302,0.00903194630733232,0.679063755200949,1.02789883169992,0.831577774607035,0.110759938562169,0.429564536373584,-0.234355808981142,0.215632056984932,0.38326145337199,-0.382269395704945,-0.258771212760514,0.0337619200964776,-0.0160287624224788,0.151117711161108,-0.320581412685836,0.291308905731613,-0.35853711361799,-0.216028125995874,-1.40149815900372,0.281765118932351
"centrum_zarządzania_światem",2,"Wolne_Zawody",0,0,NA,NA,1,13,1,2,2,1,23.5,3.5,32,18,35.5,3,3.5,2.16666666666667,-0.647994299230226,-0.773381222677072,-0.655246823039854,0.835578334920528,0.0172434977960241,0.233062634453216,0.410439893268204,0.0119996168182096,0.482156666569789,-0.224301674326126,-0.0363672468331465,0.336950126779647,0.643679284538712,0.715482010881294,0.756912936373542,1.59991994467326,1.2406599844315,0.751433636703078,-0.68831479169341,-0.278235512586536,0.199777723534677,-0.086723467778689,0.100404879469884,-0.708654743940315,-1.97916136564777,0.0691626355269936
"park_za_harendą",1,"Wolne_Zawody",0,0,NA,NA,1,5,1,3,2,1,26,1,36,14,26,2,2.66666666666667,2.83333333333333,-0.844258645457893,1.10523842652815,-0.662101668975423,-0.101178577445622,-0.0406330920787316,0.0573615182474741,0.0528767776573982,-0.889774631015097,0.737552096983878,-1.25262704093811,0.308643994064982,-0.449505429951451,-0.14875542945214,0.355308195242508,0.0281535330729897,1.62454770624439,0.167401511796786,1.10760423437528,-0.771345333517626,0.0856851976419353,0.762727224668732,-0.26147074584115,0.104027967510028,-0.811575786852354,-1.59878767423603,-0.171348804768821
"saska_kępa",1,"Wolne_Zawody",0,0,NA,NA,1,5,1,3,2,1,26,1,36,14,26,2,2.66666666666667,2.83333333333333,-0.844258645457893,1.10523842652815,-0.662101668975423,-0.101178577445622,-0.0406330920787316,0.0573615182474741,0.0528767776573982,-0.889774631015097,0.737552096983878,-1.25262704093811,0.308643994064982,-0.449505429951451,-0.14875542945214,0.355308195242508,0.0281535330729897,1.62454770624439,0.167401511796786,1.10760423437528,-0.771345333517626,0.0856851976419353,0.762727224668732,-0.26147074584115,0.104027967510028,-0.811575786852354,-1.59878767423603,-0.171348804768821
"bekef",1,"Kulturalnie_wycofani",0,0,NA,NA,1,24,0,3,1,1,24,0,23,18,39,1.5,3,3,-1.69490484319195,0.0159119726243034,0.00654084829064247,-0.169056587527991,-0.997723519194939,-0.186142360389557,-2.34908972382391,-1.26935814786021,0.926097935833277,-1.80546911178639,0.159577478224058,-0.769409737244643,-1.54550845739645,-1.32461542798104,-1.86902646437744,0.863364120320965,-0.98485814479063,1.2477364462302,-0.582341987417458,-0.413479666907282,-0.696096107091146,0.186868067350453,-0.555958363671178,0.116076291883615,0.343154494334929,-2.44440211570539
"w_gruncie_rzeczy",2,"Kulturalnie_wycofani",0,0,NA,NA,1,21,3.5,3.5,1,1,25.5,3,31.5,20.5,38.5,1.5,3.83333333333333,3.25,-1.36561636795606,-1.15126401111115,-0.965185363285487,-1.07128562326898,-1.34236863660213,-0.290104898412247,-0.312365936163863,-0.500857400404329,0.68994676651915,-0.161870071799103,-0.00650129971857924,0.333653625242317,-2.15139247838129,-0.721427830622709,-1.14087728427265,0.238260057311741,-0.396538723342159,0.766284823352538,-0.789759974044063,0.484116850017915,-0.554364062697493,0.27011091279374,-0.0155975630670204,0.128993233950996,0.44537787306844,-2.24519182085197
"przychodnia_skłot",1,"Kulturalnie_wycofani",0,0,NA,NA,1,24,0,3,1,1,24,0,23,18,39,1.5,3,3,-1.69490484319195,0.0159119726243034,0.00654084829064247,-0.169056587527991,-0.997723519194939,-0.186142360389557,-2.34908972382391,-1.26935814786021,0.926097935833277,-1.80546911178639,0.159577478224058,-0.769409737244643,-1.54550845739645,-1.32461542798104,-1.86902646437744,0.863364120320965,-0.98485814479063,1.2477364462302,-0.582341987417458,-0.413479666907282,-0.696096107091146,0.186868067350453,-0.555958363671178,0.116076291883615,0.343154494334929,-2.44440211570539
"tutu_music_bar",1,"Wolne_Zawody",0,0,NA,NA,1,3,0,3,1,1,22,1,37,6,26,1,2.16666666666667,3,-0.956305876567003,-0.75529351230326,0.856663936745083,-0.53903289206692,-0.636136837962996,0.797372585483261,-0.751888522479468,-0.619909235158193,1.85800510977945,-0.747085729935517,0.0424087859991225,-0.356255169600389,1.27437710586686,1.38221907618807,-0.99683001854187,1.42710135249988,-0.82969374817397,1.05978345118776,-1.48999287427529,-0.704241853615786,0.321305897958652,0.367416344109524,0.151204589766755,-0.7270178592224,-1.92584515195097,-0.160978443600367
"kopa_cywila",3,"Wolne_Zawody",0.91829583405449,0.91829583405449,NA,0.666666666666667,0.333333333333333,6,0.333333333333333,3.33333333333333,2.33333333333333,2,22.6666666666667,1.33333333333333,29.6666666666667,11.3333333333333,24.3333333333333,1.33333333333333,2.94444444444444,3.5,-0.0824067896140382,-0.254873563293078,0.644475024611679,-0.975215919954222,-0.851680153609856,0.528969731452204,0.339305844159776,-0.0976323825361252,0.100649702243281,-0.404497952152734,0.0873478354872981,0.784972787204549,0.302881851698857,0.0701703430885147,0.201579417442485,0.468321862689305,-0.134264750176156,0.65769711326077,0.21960372929868,0.320285255031776,0.927139174802639,-0.130839471554805,-0.179386444121876,-0.339536919931578,-0.879335008527568,-0.218995663046658
"teatr_rozmaitości",1,"Wolne_Zawody",0,0,NA,NA,1,3,0,3,1,1,22,1,37,6,26,1,2.16666666666667,3,-0.956305876567003,-0.75529351230326,0.856663936745083,-0.53903289206692,-0.636136837962996,0.797372585483261,-0.751888522479468,-0.619909235158193,1.85800510977945,-0.747085729935517,0.0424087859991225,-0.356255169600389,1.27437710586686,1.38221907618807,-0.99683001854187,1.42710135249988,-0.82969374817397,1.05978345118776,-1.48999287427529,-0.704241853615786,0.321305897958652,0.367416344109524,0.151204589766755,-0.7270178592224,-1.92584515195097,-0.160978443600367
"u_pana_michała",1,"Wolne_Zawody",0,0,NA,NA,1,3,0,3,1,1,22,1,37,6,26,1,2.16666666666667,3,-0.956305876567003,-0.75529351230326,0.856663936745083,-0.53903289206692,-0.636136837962996,0.797372585483261,-0.751888522479468,-0.619909235158193,1.85800510977945,-0.747085729935517,0.0424087859991225,-0.356255169600389,1.27437710586686,1.38221907618807,-0.99683001854187,1.42710135249988,-0.82969374817397,1.05978345118776,-1.48999287427529,-0.704241853615786,0.321305897958652,0.367416344109524,0.151204589766755,-0.7270178592224,-1.92584515195097,-0.160978443600367
"mauzoleum_żołnierzy_radzieckich",4,"Kulturalnie_wycofani",0.811278124459133,0.811278124459133,NA,0.25,0.75,4.5,2.75,3.25,1.25,1.5,24.25,3,34.75,16.75,31.75,2,3.16666666666667,2.875,0.342613290980242,-0.885933583564256,0.289301551203439,-0.741894553994453,-1.00500190275327,-0.00280188918745904,-1.5769941956465,0.228830547693348,0.771482704117541,-0.916742786743257,-1.27943709171572,-0.110506409082481,0.0155883646051908,0.218114236081222,-0.918710545528679,-0.272468823417961,-0.462722507243643,1.11589678033613,0.166034563383937,0.115129586219414,-0.454507043229469,-0.0598201257629932,0.190699500755995,-0.332424904212621,-0.111168624590283,-2.09503548406953
"plac_defilad/pałac_kultury",4,"Kulturalnie_wycofani",1,1,NA,0.5,0.5,7.25,1,3.5,2.25,2,20,2.25,31.5,17.75,30,1.75,3.25,3,0.440723224580025,-0.196851820280316,-0.708199283612742,0.599488932871122,-0.39625089438757,-0.179382504247803,-0.891683536906781,0.0388877931691057,-0.0111760590500327,-0.430694717630842,-0.797703463368574,0.0363494746791682,0.161439786832243,-0.0327315058170149,0.027036943680838,0.517994762197459,0.0675175222140636,-0.0248523330113948,-0.569505379375308,0.737712727729345,0.0966933834970789,-0.0171342797311088,0.0229851208483241,-0.0347909294041411,0.312907030308693,-0.7001532544597
"park_achera",1,"Kulturalnie_wycofani",0,0,NA,NA,1,5,0,3,1,1,24,2,30,12,32,2,3.33333333333333,2.16666666666667,1.39105919707837,-0.674343065998101,0.789038684258094,0.582572937771452,-1.83060729095958,-0.419848997927468,-2.03804476614842,1.46737688202042,1.26444536384932,-1.17922296850257,-0.140694080650411,0.614876196942359,0.329200921789446,-0.42194836364415,-1.82936200475487,1.11570089825932,-1.14129416518063,0.712695759164214,-0.37769530806736,1.00532035934062,-0.791844383772548,-0.255946235560163,0.146585312783555,-0.832389591979761,-0.0824057343698392,-2.41437514342088
"park_polińskiego",1,"Wolne_Zawody",0,0,NA,NA,1,25,2,4,2,2,25,6,29,23,40,3.5,3.83333333333333,3.33333333333333,-0.0546492815148287,0.711171496961828,-1.15740069964639,1.0979430844288,0.298446093395844,-0.235687209692629,0.228277799611049,0.725169666237729,-0.0727070004637872,0.761392913732979,0.201403282226383,-0.20855750882419,1.23355735930659,-1.12043272254795,-0.0973111969668787,0.619357592425988,-0.830222200973862,0.268766015412448,0.994791474129093,-0.30005086240083,1.39377457881113,0.139533209711864,0.374752273476093,-0.282191698863814,-0.899271148708842,0.997296420219708
"kampus_główny_uw",9,"Wolne_Zawody",1.35164411515339,0.852792488490041,0.555555555555556,0.111111111111111,0.333333333333333,15.2222222222222,0.777777777777778,3.88888888888889,2.44444444444444,1.55555555555556,22.8888888888889,2.44444444444444,35.2222222222222,20.3333333333333,35.6666666666667,2.33333333333333,3.64814814814815,2.77777777777778,-0.276578239096152,0.485866373743809,0.080338608352075,0.352712981560936,-0.179368977360395,0.379197740927993,-0.248315180571303,0.545012257260884,0.293503960622223,-0.0255313508102108,0.418779948962284,0.382214209333865,-0.228308056958441,0.48747415949341,-0.308958151245804,0.0156496827781692,0.12357059632544,0.392490194304258,0.162532434316718,0.518340470565461,-0.243161749689355,0.0311583455115555,-0.22195888465458,0.0100632077984661,-0.35363665685915,-0.43723085977204
"berlin_warszawa_pub",2,"Kulturalnie_wycofani",1,1,NA,0.5,0.5,8,2,3,2.5,2.5,25.5,2,36,24,37,2,4.16666666666667,3.08333333333333,-0.690409407650527,-0.206373438870317,1.08182408875346,-1.11683935980306,-0.857464973245497,-0.347899975694783,-0.688912157338559,2.08001007270924,-0.11225187419022,0.771079864261862,0.974960656029084,1.4822649488944,-0.937966697269565,1.55505602644606,-1.23046516916035,-0.865740284286905,-0.730011891833617,0.677663627644303,-0.0987986242707741,1.62270253227345,-2.09014053924117,0.277463647584282,0.564945946127025,0.0198513256542875,-1.05454239388904,-2.54021163545426
"emeralds_pub",2,"Kulturalnie_wycofani",1,1,NA,0.5,0.5,8,2,3,2.5,2.5,25.5,2,36,24,37,2,4.16666666666667,3.08333333333333,-0.690409407650527,-0.206373438870317,1.08182408875346,-1.11683935980306,-0.857464973245497,-0.347899975694783,-0.688912157338559,2.08001007270924,-0.11225187419022,0.771079864261862,0.974960656029084,1.4822649488944,-0.937966697269565,1.55505602644606,-1.23046516916035,-0.865740284286905,-0.730011891833617,0.677663627644303,-0.0987986242707741,1.62270253227345,-2.09014053924117,0.277463647584282,0.564945946127025,0.0198513256542875,-1.05454239388904,-2.54021163545426
"osir_rozbrat",1,"Wolne_Zawody",0,0,NA,NA,1,8,3,4,3,3,27,4,39,24,37,2,4.5,3,-0.67292717755945,0.267648543564691,1.46254828629961,-0.0687841300898813,-0.751188842657033,0.525423307300131,-0.688645612766406,1.99616496881513,0.418237555263659,0.785485815476476,1.20243507851163,1.20562805297395,0.189444445790125,1.43413991242695,-0.886917369375962,0.598931024681687,-0.200854118061501,0.679656285370327,-0.228990508595225,1.68463823952459,-1.80400073137803,0.386310453466618,0.687684412366318,0.302144196425169,-1.6155239938295,-1.22856607360413
"harenda",6,"Studenci",1.45914791702724,0.920619835714305,0.333333333333333,0.5,0.166666666666667,7.83333333333333,0.833333333333333,3.33333333333333,2.5,2.33333333333333,22.6666666666667,2.33333333333333,37.1666666666667,18.8333333333333,34.5,2.25,3.61111111111111,3.19444444444444,-0.204451609431212,-0.172775586045718,-0.053886123258651,-0.261577591807591,-0.272263765096898,-0.485725762814561,0.147049876795913,0.446341045659429,-0.272893881916226,0.516092319552993,-0.487420433082512,0.541698733736302,-0.705971509079712,0.237324168831972,-0.0635961907684625,-0.028277277368538,0.0511187111773147,-0.558290356691873,-0.199613338682835,0.715730508533763,-0.305171419458843,-0.0700405491483747,0.0849367528849877,-0.30383002066669,0.0980203784126545,-0.360902800833109
"oto_sushi",1,"Wolne_Zawody",0,0,NA,NA,1,8,3,4,3,3,27,4,39,24,37,2,4.5,3,-0.67292717755945,0.267648543564691,1.46254828629961,-0.0687841300898813,-0.751188842657033,0.525423307300131,-0.688645612766406,1.99616496881513,0.418237555263659,0.785485815476476,1.20243507851163,1.20562805297395,0.189444445790125,1.43413991242695,-0.886917369375962,0.598931024681687,-0.200854118061501,0.679656285370327,-0.228990508595225,1.68463823952459,-1.80400073137803,0.386310453466618,0.687684412366318,0.302144196425169,-1.6155239938295,-1.22856607360413
"cafe_nero_pl_unii_lubelskiej",2,"Wolne_Zawody",0,0,NA,NA,1,13.5,1.5,4,3,2.5,23,4,38.5,23.5,39,2.75,4.33333333333333,2.91666666666667,-0.296678254571365,-0.0997960014698149,0.866610957708818,-0.464652338831296,-0.111697433104379,0.693262586701852,-0.460157195979868,1.52057036718069,0.788614818785522,0.629256506784735,0.91927873444459,1.15029590360511,0.164968323630756,1.07736577376874,-0.49490142675278,0.381631428733509,0.19236821149524,0.821794090835349,-0.200640791526338,0.882732707566263,-0.664276648525851,0.519119961583374,0.274697782987039,0.00559604553588505,-2.00118805915612,-0.682900161474987
"heritage",1,"Wolne_Zawody",0,0,NA,NA,1,8,3,4,3,3,27,4,39,24,37,2,4.5,3,-0.67292717755945,0.267648543564691,1.46254828629961,-0.0687841300898813,-0.751188842657033,0.525423307300131,-0.688645612766406,1.99616496881513,0.418237555263659,0.785485815476476,1.20243507851163,1.20562805297395,0.189444445790125,1.43413991242695,-0.886917369375962,0.598931024681687,-0.200854118061501,0.679656285370327,-0.228990508595225,1.68463823952459,-1.80400073137803,0.386310453466618,0.687684412366318,0.302144196425169,-1.6155239938295,-1.22856607360413
"pijalnia_czekolady_wedel",5,"Wolne_Zawody",1.37095059445467,0.864973520717927,0.6,0.2,0.2,12.8,1.4,3.8,3.2,2.6,23.2,3,34.4,19,36.4,1.6,3.53333333333333,3.2,-0.0557693102159004,0.00304592298714798,0.849833772936454,-0.3347272087332,0.249600659372545,0.639935207266732,-0.737397873611023,0.726852914903836,0.326682495342886,-0.0908591363679079,0.0516631832929777,0.447563705985354,-0.536691524253309,0.991727824118754,0.462477283170381,-0.0029961698081294,0.186889188396821,0.321805773740243,-0.226437803117664,-0.312620931500308,-0.488539641935253,0.246383895990539,0.0724939553734492,-0.0462770850068219,-1.04424424932967,-0.456937968929094
"babooshka",1,"Wolne_Zawody",0,0,NA,NA,1,8,3,4,3,3,27,4,39,24,37,2,4.5,3,-0.67292717755945,0.267648543564691,1.46254828629961,-0.0687841300898813,-0.751188842657033,0.525423307300131,-0.688645612766406,1.99616496881513,0.418237555263659,0.785485815476476,1.20243507851163,1.20562805297395,0.189444445790125,1.43413991242695,-0.886917369375962,0.598931024681687,-0.200854118061501,0.679656285370327,-0.228990508595225,1.68463823952459,-1.80400073137803,0.386310453466618,0.687684412366318,0.302144196425169,-1.6155239938295,-1.22856607360413
"muzeum_narodowe",2,"Wolne_Zawody",0,0,NA,NA,1,15,2.5,3.5,4,4,23.5,5.5,36.5,20,39,2.75,4.33333333333333,2.33333333333333,-0.0733644279685607,0.11438338833032,1.00740124914036,-0.828312383852714,0.693406827115381,0.457260949469879,-1.33074107323582,1.73710597749729,1.05645693485356,0.628825896995246,0.468610983361074,1.06471869438463,0.422710143466999,1.48479676889477,0.434701681789802,-0.585837402666743,-0.759861128285502,0.274493350565257,0.0024103074476076,1.56107189662562,-1.57203365765436,0.391373898436237,0.22393522158086,0.237854437980782,-1.49818618181593,-1.22674789583576
"sushi_bar_don",1,"Wolne_Zawody",0,0,NA,NA,1,8,3,4,3,3,27,4,39,24,37,2,4.5,3,-0.67292717755945,0.267648543564691,1.46254828629961,-0.0687841300898813,-0.751188842657033,0.525423307300131,-0.688645612766406,1.99616496881513,0.418237555263659,0.785485815476476,1.20243507851163,1.20562805297395,0.189444445790125,1.43413991242695,-0.886917369375962,0.598931024681687,-0.200854118061501,0.679656285370327,-0.228990508595225,1.68463823952459,-1.80400073137803,0.386310453466618,0.687684412366318,0.302144196425169,-1.6155239938295,-1.22856607360413
"głębokie_gardło",2,"Wolne_Zawody",0,0,NA,NA,1,4,2.5,3.5,1.5,1,23,1.5,36.5,20.5,33.5,1.5,4.25,2.91666666666667,-0.154015525220799,0.284491917381885,0.222109373812432,0.304876132755845,0.358030342612297,0.940762187805676,0.36469749414329,-1.01564977995488,0.0465290696282863,-0.166312959338813,0.0295492374691808,-0.307457125240662,-0.657121314356099,0.463604764958586,0.620702882395679,0.619996018838326,0.807283188977388,0.400148065799641,0.881832273385132,0.373744573850262,0.470194128170158,-0.194233519721978,0.185752472992428,-0.0961025335431236,-0.567317529022971,0.191861060966676
"kino/cafe_iluzjon",2,"Wolne_Zawody",0,0,NA,NA,1,26,1.5,4,2,2,25.5,6.5,37.5,21,43.5,2.5,4.25,2.25,0.354846097474765,0.498314319263751,-0.0749758915794653,1.01624288451422,-0.319655001816428,0.426414124134581,0.253685735196939,0.223278132763356,-0.0273315454398925,0.117789895689549,-0.32020576369118,-0.0905180204865677,0.644971661836094,0.503264683107922,-0.702164095445851,1.61995405134089,0.395399291382951,0.377593510460524,-0.395666949042853,0.153253680085851,-0.193891746998361,0.435296210798768,0.256602697854211,-0.0945229075797253,-1.51540556317443,0.526891851238187
"dolina_szwajcarska",1,"Wolne_Zawody",0,0,NA,NA,1,31,2,4,2,2,31,4,39,20,44,3,4.5,2,1.02217972946761,0.853627408371322,-0.455812917775262,0.802518637027906,-0.205809309043966,0.212122414872779,0.190189087988511,1.24905974994244,-0.461557014005017,0.150876264755512,-0.190888663646133,1.27200542998409,1.03662729167234,0.64264001294658,-0.459344363659663,1.65003913608425,0.268737605626838,0.709035074637881,-0.299190004758655,1.23480720170382,-0.201082260051873,0.27524641773432,0.672508582382613,-0.0432587423194955,-1.98402928557901,-0.181718581506921
"chmielna",4,"Wolne_Zawody",0,0,NA,NA,1,22.25,1.25,2.75,2.5,1.75,26.25,3,34.5,17.5,42,3.125,3.95833333333333,2.20833333333333,-0.238531954243816,0.112894806396016,-0.268677894349808,0.207488090740468,0.127220383391923,0.138703390544718,-0.107985611078245,0.714912362775344,0.183604499566124,0.72769287777308,0.158440406524147,1.02892223634916,0.634010444978836,0.888165088910901,0.923749647535121,0.856024274863049,1.14179080174887,0.392712892598651,0.341533439276614,-0.122124818610628,-0.502281556400769,0.220286804450317,0.396873967915813,-0.274857541059235,-1.93334996276094,0.286584078223756
"tsuri_sushi",1,"Kulturalnie_wycofani",0,0,NA,NA,1,5,3,3,3,3,26,0,27,11,24,1.5,2.33333333333333,2.83333333333333,-1.18820249657646,-0.468537572459537,-1.90002511822801,-0.49563062237805,0.142134039004187,-0.15671892712793,-1.32527435069556,-0.0318093374510346,-0.464075092774185,0.53334208929295,-0.222170441380213,0.470020232140598,-0.560377709244713,0.327414371243924,-1.24423407253366,-0.0447176051674366,-0.118512492941211,-0.374384591931045,-0.623826747477687,1.83723463859446,-0.258072600118251,-0.0840483923482714,0.779624298943537,0.185364920073461,-0.0786705093890521,-1.78561817190226
"uniwer_pub",3,"Kulturalnie_wycofani",1.58496250072116,1,0.333333333333333,0.333333333333333,0.333333333333333,14,0.333333333333333,3.33333333333333,3.33333333333333,1.66666666666667,22.6666666666667,1.33333333333333,33,18,40,2.83333333333333,4.38888888888889,2.66666666666667,0.0647863524990041,0.215756458335251,0.842741156984725,-0.332696825273512,-0.252646407443995,-1.09082414213723,0.576708882044277,1.1611186291488,-0.709088561007431,0.831101967337118,0.42827625801719,0.977447864568779,0.303093955334591,0.593179575569016,-0.383295620770905,-0.3731700891438,-0.433195190660856,0.125668582970256,-0.373868107634139,0.822841510598719,-0.245522910593368,0.300190037213618,-0.254161141418537,0.0272471872851375,-0.10779649833507,-0.34829928167224
"być_może",2,"Studenci",1,1,NA,0.5,0.5,23.5,1.5,4.5,4,3,24,1,38.5,20.5,31.5,2.25,3.83333333333333,2.75,0.734865806279068,0.0230206421791474,0.0988625385040257,0.21302512260212,0.213635683621322,-0.129807967488517,0.814632943155351,-0.0350690556297054,0.576583551824876,0.285352953943118,0.285446319013641,-0.328812284031611,0.648332139809281,-0.586859194171589,-0.0487253324774097,0.671560832041493,0.555787635494889,0.588956116901623,0.645188120691585,-0.844872282165362,0.875317234337767,0.541848374497139,0.0915500255047383,0.019860499363504,-0.407098145710942,1.3419319770873
"górki_ursynowskie",2,"Kulturalnie_wycofani",1,1,NA,0.5,0.5,7,1,4,2.5,1,22,1,26.5,16.5,20.5,1.5,3.25,4.58333333333333,0.250147908618723,-0.217429918266621,0.652236468444523,-1.42616011694395,-1.02394465345448,0.686725249640069,0.582272979258239,-0.0820412572149714,-0.265898240019307,0.148158829859934,0.959781698133724,-0.283826377044204,-0.0140281113025172,-0.884120073268253,0.750820932383967,-0.0865827179271632,0.642624161756556,0.799635472487022,1.54025865362471,0.743083074111739,1.14081810890828,-0.417619769310585,-0.124662564775391,0.139431851219877,0.366054222709174,0.138761223576612
"parking_bar",1,"Kulturalnie_wycofani",0,0,NA,NA,1,10,0,4,2,1,22,1,17,13,17,1.5,3.16666666666667,4.5,-0.260375833388001,-0.417935166554087,0.679159315370536,-2.66655437137259,-1.68103768343022,0.750275806446144,0.121881293257272,0.413954757359198,-1.14217224761226,-0.939484181574978,0.792757454218149,1.03621518068249,-0.133518639709602,-1.32018464895711,0.874978020048952,-0.200879873536933,0.304653916488652,1.15947428824013,2.25668893667782,0.383358861500906,1.13151670041171,-0.365916815424574,-0.623869783062372,0.498454783000693,0.0596683674581634,-1.30563447687302
