"id","marital","timeWwa","dog","edu","eduprog","edutime","worktime","fatheredu","motheredu","grandedu","income","lifestd","cars","hometype","homestatus","tv","tablet","internetuse","tvtime","moviefreq","movie30","bookfreq","book12","pressfreq","musicfreq","theater","opera","cinema","art","livemusic","club","sportshow","sportint","football","trainfreq","trainfav","bookquant","cdquant","artquant","age","ISCObroad","incomeclass","civic","resmob","soccont","attgen","attgiven","attdiscovered","attnoatt","tvinfo","tvlowbrow","tvhighbrow","tvpop","tvcons","moviesepic","movieshigh","movieslight","bookshigh","bookslow","booksknow","booksfant","pressgen","pressknow","presscons","presslib","pressspec","musichigh","musicmodern","musicrock","musicafro"
118,"single","24","no","<=highschool+tech","STEM/med","fl_edu","no_job","high","high","high","1","5","1car+","other","own","tv","no_tablet","no_blog/web",2,"sometimes",4,"sometimes",10,"sometimes","everyday","rarely","rarely","sometimes","rarely","rarely","regularly","regularly","4","3","regularly","ind","hundreds","hundreds","tens+","24","no_job","low",0,39,23,36,3.5,3.33333333333333,2.16666666666667,1.7326503384652,0.777776300208111,-0.381082863438454,1.86978066052792,0.494114530728451,0.543935075233197,1.57412273745652,-0.154712893990351,-0.186306410717264,1.84235058218704,-0.46599135006038,-0.660872301375507,0.659806432859466,0.145510126041104,0.368396122337919,0.677785452052455,0.846120815779209,-1.43075372522361,0.673082240917612,-0.543831637965367,1.27984601296857
120,"single","24","yes","BA","soc/beh","no_fl_edu","full","high","high","high","3","4","no_car","apartment","own","tv","no_tablet","no_blog/web",2,"sometimes",1,"sometimes",3,"often","not_everyday","rarely","never","sometimes","rarely","rarely","sometimes","regularly","3","2","sometimes","ind","hundreds","tens","few","24","high:mng/pro/self","mid/high",0,36,21,28,2.5,3,2.66666666666667,0.142120908779949,-0.196363884110651,-1.0193533006578,0.822942008559095,-0.510861549599503,-1.49294050663837,0.561132607733522,-1.65868329968427,-0.96245132349568,0.257143223959633,-2.60240087652665,-0.94127005880247,0.343846943179251,-0.155925593571682,0.146851651671988,0.562398347721367,-0.475891774186314,-1.96341826348003,-1.10282832031915,-2.02191256215922,-0.38761396933356
121,"single","23","yes","BA","human/lang","fl_edu","flexible","high","high","don't_know","1","4","no_car","apartment","own","tv","no_tablet","no_blog/web",0,"rarely",2,"rarely",1,"rarely","everyday","regularly","rarely","sometimes","sometimes","regularly","regularly","rarely","4","2","regularly","ind","tens","hundreds","few","24","low:phys/sale/serv/assoc_pro","low",1,37,19,34,2.5,3.66666666666667,2.66666666666667,1.19267372489155,0.797914710347166,0.301392375619905,0.0590102558389448,-0.139643104469004,0.846936771853677,0.933615709586694,0.0756255807595611,0.75932857351174,0.00871224806768175,0.277226662356567,0.235289581506143,0.857521016469402,-0.714327821486458,0.837999383907099,0.959726924271018,0.291896092561275,0.967538697539035,1.48194808648236,-0.808690866871351,0.970444224761555
122,"single","10","no","<=highschool+tech","STEM/med","fl_edu","no_job","high","high","don't_know","0","4","1car+","apartment","family","tv","tablet","no_blog/web",0,"sometimes",5,"rarely",1,"rarely","everyday","rarely","never","sometimes","rarely","rarely","regularly","rarely","2","1","regularly","ind","tens","tens","tens+","22","no_job","low",1,17,13,17,1.5,3.16666666666667,4.5,-0.260375833388001,-0.417935166554087,0.679159315370536,-2.66655437137259,-1.68103768343022,0.750275806446144,0.121881293257272,0.413954757359198,-1.14217224761226,-0.939484181574978,0.792757454218149,1.03621518068249,-0.133518639709602,-1.32018464895711,0.874978020048952,-0.200879873536933,0.304653916488652,1.15947428824013,2.25668893667782,0.383358861500906,1.13151670041171
123,"nf_rel","17","no","MA+","human/lang","no_fl_edu","flexible","high","high","don't_know","5","4","no_car","apartment","rent","no_tv","no_tablet","blog/web",2,"often",8,"often",15,"often","everyday","rarely","rarely","sometimes","regularly","sometimes","sometimes","rarely","2","2","sometimes","run","hundreds","hundreds","tens+","26","high:mng/pro/self","mid/high",9,37,22,35,2.5,3.66666666666667,3.16666666666667,-1.16765209804818,0.0846892976064777,-1.63930324768577,-0.249555082831094,1.06358752938909,-1.01336542163685,-0.657215553220165,1.12317900528376,0.18892459326068,-1.32616323588921,0.18152507122309,1.25288382922121,-0.324397681264808,0.68275766639009,-0.954177564753868,-0.991078638817304,0.0470638827431791,0.169366010630357,0.810334505526148,-0.284666966454777,-0.77062511823749
124,"nf_rel","30","yes","MA+","STEM/med","no_fl_edu","full","<=med","<=med","<=med","4","2","no_car","apartment","rent","tv","no_tablet","no_blog/web",10,"sometimes",4,"rarely",0,"rarely","everyday","rarely","never","sometimes","rarely","rarely","rarely","never","2","3","sometimes","run","hundreds","tens","few","30","high:mng/pro/self","mid/high",1,8,21,43,2,3.16666666666667,2.66666666666667,0.470824797710725,0.152062493381183,1.05063992315119,0.238936613581449,0.0362428968399668,-1.35763825870875,0.542318475969442,0.935039600845999,-2.72542844996463,-1.55247518277497,1.82294724144096,-1.21366275813697,-2.17120800078467,1.45901039746882,-1.50106191050106,-1.88450003442187,1.23198064227191,-1.43536033848636,0.34534538797972,1.84498168922605,0.904426755961731
125,"nf_rel","7","no","MA+","human/lang","no_fl_edu","flexible","high","high","high","2","3","no_car","apartment","rent","no_tv","no_tablet","no_blog/web",0,"sometimes",10,"often",12,"often","everyday","regularly","rarely","sometimes","rarely","rarely","sometimes","rarely","3","2","regularly","ind","hundreds","tens","few","25","high:mng/pro/self","mid/high",3,40,23,26,1.5,2.83333333333333,3.16666666666667,0.390433972050158,0.276778587901787,-0.565368056876781,0.727560943935302,0.126052702358111,0.440052781583639,0.0233678941976376,-0.327234109248323,0.870471128239842,-0.26993375634219,0.0949817841497575,-1.0029661295403,0.0669596832016911,0.532133372543746,-0.797312332238306,0.232998629360584,0.86136830536925,-0.08789896951271,-0.989512627223275,-0.945115623590473,-0.240685130404217
127,"nf_rel","26","yes","<=highschool+tech","human/lang","no_fl_edu","part","high","high","high","1","3","no_car","apartment","family","no_tv","no_tablet","no_blog/web",0,"sometimes",6,"sometimes",5,"often","not_everyday","regularly","rarely","regularly","sometimes","sometimes","sometimes","rarely","2","3","sometimes","ind","hundreds","tens","few","27","low:phys/sale/serv/assoc_pro","low",4,34,16,41,4,3.83333333333333,1.5,0.652499689932447,1.14128318834701,-0.0068107802220681,0.217416208172509,-0.0495581226929126,0.155340428883459,0.0506960787981742,-1.66792147714674,0.507499679675078,0.525473471032515,0.815578684628254,-1.55345118904705,-0.0409885737331142,-1.01762734809128,0.627757796169408,0.904250709673802,-0.205343824011536,-0.578848958566117,-0.506776396711901,-1.03617782946974,0.803151938500822
128,"married","10","yes","<=highschool+tech","no_uni_edu","fl_edu","full","<=med","<=med","<=med","0","5","1car+","other","own","tv","tablet","blog/web",0,"often",20,"often",10,"often","everyday","regularly","regularly","regularly","regularly","regularly","regularly","regularly","5","5","regularly","rival","thousands","hundreds","tens+","24","no_job","low",13,0,0,17,1,1,1,2.19708971167291,1.77791343674704,0.987655974510335,0.197994936085658,2.45791338449786,1.97516481813637,1.68521897153731,1.61474216503224,1.53296425419867,2.30693670117907,1.93342306706148,1.18577729095195,2.7179100051645,-0.552361401644111,0.75770466702451,1.14097950802163,0.140079179972143,2.0498124336395,2.45261295548241,1.59597061627066,1.61241019673764
129,"single","1","no","BA","law/biz/menag","fl_edu","part","<=med","high","<=med","1","4","no_car","apartment","own","tv","no_tablet","no_blog/web",1,"sometimes",8,"sometimes",4,"rarely","everyday","regularly","never","sometimes","sometimes","regularly","regularly","rarely","2","1","sometimes","run","tens","tens","zero","26","low:phys/sale/serv/assoc_pro","low",1,36,22,30,1,3.16666666666667,3,-0.109583038913672,1.27305179566598,0.859936505460403,0.478267800120565,1.61473277457727,-0.621385878296383,-0.642508443217119,0.4121252689209,-0.829293841941926,-0.0121647778864778,0.139919835016412,0.650031145616216,-1.02209522440115,0.296373761544098,0.663067617260604,-1.04319176730092,-1.18486213694336,0.89751717091205,1.48656569685645,-1.4591766588038,0.772902458015881
130,"nf_rel","10","no","BA","soc/beh","fl_edu","full","<=med","<=med","high","3","4","no_car","apartment","own","tv","tablet","no_blog/web",1,"often",4,"rarely",7,"rarely","everyday","regularly","rarely","regularly","rarely","sometimes","sometimes","regularly","1","1","regularly","ind","hundreds","tens","few","27","high:mng/pro/self","mid/high",1,39,21,26,1,4.83333333333333,3.66666666666667,1.4633067285761,-0.150304841901513,0.461550367831376,-0.084007372705037,0.217565357899627,-0.259771333984833,0.431212120448405,1.04536383570573,0.0544330489583418,0.249186806966723,0.532424773164008,0.864679594513919,-0.662179510673843,0.477237659501779,-0.0268202061608457,-0.78815902688192,-0.0764011983358854,1.17480072709037,1.02542917300894,-0.704266787543909,-1.60658681941755
131,"nf_rel","7","no","MA+","STEM/med","no_fl_edu","full","high","high","<=med","9","5","1car+","apartment","own","tv","tablet","no_blog/web",10,"often",20,"rarely",2,"often","everyday","regularly","never","regularly","rarely","sometimes","regularly","regularly","1","1","regularly","ind","tens","few","few","26","high:mng/pro/self","mid/high",2,37,19,36,1.5,4.5,3.33333333333333,0.961420857883561,0.668239194888379,-0.23797760968622,0.364842021166396,-1.32414615411371,0.357293567689916,0.64365234841995,0.231342313999783,-0.224562652450767,-0.10710270906542,-1.22292430120085,-0.81705370751259,0.268196328430164,-1.67718283377714,-1.44329054534818,1.09763399741778,-0.629884461175239,-0.845630470258798,1.18095312003322,-2.24338401659881,-0.338257409251626
132,"single","2","no","BA","law/biz/menag","no_fl_edu","full","high","high","high","3","4","no_car","apartment","rent","no_tv","no_tablet","blog/web",0,"often",8,"sometimes",20,"often","everyday","rarely","rarely","sometimes","sometimes","regularly","regularly","regularly","3","1","sometimes","ind","hundreds","tens","few","23","high:mng/pro/self","mid/high",2,38,23,33,2,3.33333333333333,4.16666666666667,1.21625070071522,1.00906428358903,0.562944489731085,0.673379315448395,0.0355808344914856,-0.338593370392307,-0.704686487979287,-1.14341195049428,-0.654949492388863,0.656384981051195,0.283281937947695,-1.86683210166312,0.412556421642303,1.32471233889942,-0.676056682685117,1.11543826676146,1.88044272899176,1.40866688626839,1.10349191644108,0.0394524506581337,-0.543421568831815
133,"nf_rel","18","no","<=highschool+tech","soc/beh","fl_edu","flexible","high","<=med","high","7","4","1car+","apartment","rent","tv","no_tablet","blog/web",0,"rarely",2,"often",6,"rarely","everyday","regularly","rarely","regularly","sometimes","sometimes","never","never","1","1","regularly","rival","thousands","hundreds","tens+","27","high:mng/pro/self","mid/high",6,40,23,38,1.5,4.66666666666667,3.5,-1.03632789272016,-2.31843999484661,-1.93691157486162,-1.97351465900996,-1.68701375400932,-0.394067436434937,1.72435785149619,0.267643347051556,0.453795597205023,1.48172896818818,-0.172580077661217,1.43671698772928,-2.75727649936614,-0.118240233264379,-0.412728104167869,-0.386844005697483,0.191780698106313,0.284833200474874,-0.997177960670669,1.38171336694311,-0.41263201830384
134,"nf_rel","24","no","BA","law/biz/menag","fl_edu","full","high","high","don't_know","3","3","no_car","apartment","own","tv","no_tablet","no_blog/web",2,"sometimes",6,"often",20,"often","everyday","regularly","rarely","sometimes","sometimes","sometimes","regularly","regularly","5","5","regularly","ind","hundreds","tens","tens+","24","high:mng/pro/self","mid/high",1,33,9,39,2,4.5,3,-0.687460212581117,0.686927795668451,0.616721339069613,0.322058064379874,0.442697194292596,0.419534916603156,-1.41822538598449,0.384716085900922,0.582724994620165,-0.124039167123086,0.590548832092997,0.0648916761623652,0.571997975818025,0.158296220323044,0.379997541259362,-0.2542004907512,0.42974400342428,-0.171876779176905,0.235812093007969,0.948321492824593,-1.22699162726622
135,"nf_rel","5","no","<=highschool+tech","law/biz/menag","fl_edu","no_job","high","high","high","2","4","1car+","apartment","rent","tv","tablet","no_blog/web",0,"sometimes",7,"often",20,"rarely","everyday","regularly","never","regularly","rarely","rarely","regularly","rarely","1","1","sometimes","run","tens","few","few","24","no_job","mid/high",4,24,14,32,1.5,3.66666666666667,3.33333333333333,0.347354651844632,-1.01385529736481,0.542943412342568,-0.218449849987862,0.102949461956259,1.36554697904149,-0.888309308391824,0.321349043356432,0.607568652469315,0.155255325169865,-0.739604917407327,0.479833284564063,-0.11424717766993,-0.0396836445439832,-0.0234405502450318,0.593602860571416,0.743401499175763,0.318939621322769,0.440147571861331,-0.311779458690003,-0.417754476560453
136,"single","25","no","<=highschool+tech","STEM/med","fl_edu","full","high","high","<=med","2","3","1car+","apartment","rent","no_tv","no_tablet","no_blog/web",0,"sometimes",4,"often",6,"sometimes","everyday","regularly","rarely","sometimes","sometimes","regularly","regularly","rarely","2","1","regularly","run","hundreds","hundreds","few","25","low:phys/sale/serv/assoc_pro","mid/high",1,36,13,36,1.5,3,3.33333333333333,-2.06744497046638,1.25669170194785,-0.296572165862457,-1.4861265218236,-0.751874479355699,-1.08165137644417,-0.17344615193838,1.14629403121025,0.0659428083777134,1.15659088793983,0.942540597371805,1.06081480158971,-0.734011380314166,1.07388586920589,0.985371515436792,0.732496816960931,0.965773266278803,0.227114948395513,1.19925676555033,-1.06905622856985,-1.32819814852371
137,"single","3","yes","<=highschool+tech","soc/beh","fl_edu","flexible","<=med","high","<=med","1","4","1car+","apartment","rent","no_tv","no_tablet","blog/web",5,"sometimes",5,"often",25,"often","everyday","regularly","regularly","regularly","sometimes","sometimes","sometimes","never","1","1","regularly","run","hundreds","hundreds","tens+","22","high:mng/pro/self","low",2,40,22,39,2.5,3.33333333333333,3.66666666666667,-0.587230622949109,-2.61561532284105,1.17472777931093,-2.66655437137259,-1.68103768343022,0.845806778113948,-2.99086699669918,-0.788663332042112,1.30327829450684,-0.635219327337335,-3.37947870544131,0.108170492658856,-1.17097224798358,1.65069174658235,-1.66788431389506,-2.42212580243374,0.49991501911875,1.09899862710098,1.02317620392236,-0.885254778480605,-2.14944978666302
138,"nf_rel","28","no","<=highschool+tech","human/lang","fl_edu","flexible","high","high","high","2","3","no_car","apartment","rent","tv","no_tablet","blog/web",0,"often",10,"often",15,"sometimes","everyday","rarely","rarely","regularly","sometimes","sometimes","regularly","rarely","4","4","regularly","ind","thousands","hundreds","tens+","28","high:mng/pro/self","mid/high",3,35,18,38,1.5,3.33333333333333,3,-0.84635520636094,0.698237189790704,0.464187630867181,-0.984420575970891,0.980221045728105,-0.285694873152647,-0.730491764269185,1.63833573302282,1.11019095044909,-1.4754933233901,0.218373257210473,0.539413722778716,0.555617785021606,-0.00797187274005684,-0.0342033697498538,0.653013953432097,-1.26080400102089,-0.0197860239783837,2.28283222174922,-1.31152838601872,1.06557886473523
139,"nf_rel","25","yes","<=highschool+tech","soc/beh","fl_edu","full","<=med","high","high","1","2","no_car","apartment","family","tv","tablet","no_blog/web",0,"sometimes",3,"rarely",2,"sometimes","everyday","regularly","never","sometimes","rarely","sometimes","regularly","never","2","2","sometimes","ind","thousands","hundreds","few","24","low:phys/sale/serv/assoc_pro","low",0,31,7,30,2,2.33333333333333,3,-0.371826479061431,-0.250784917270336,-0.194296394225763,-0.164355186289736,0.536625501884985,0.132492234961973,-0.829632536490792,-0.196216293524421,0.754531153116483,0.129565413721187,-1.08995244696145,0.863266146994485,0.599340383095162,-0.85803866413278,-0.193687997789233,0.924322765497605,-0.726604093526049,0.144554490852048,1.68334848754092,-0.27440558342818,0.0625611298809031
140,"single","21","yes","<=highschool+tech","soc/beh","fl_edu","no_job","<=med","high","high","0","5","1car+","apartment","own","tv","no_tablet","no_blog/web",0,"sometimes",5,"often",14,"rarely","everyday","regularly","never","sometimes","rarely","rarely","regularly","regularly","1","1","regularly","ind","hundreds","hundreds","few","22","no_job","low",3,35,17,25,1.5,2.16666666666667,3.66666666666667,0.928019129692542,0.613329051676583,1.33786970101336,-0.176280717379279,1.41784094915109,0.31905522012231,0.596924000301453,0.570483514445006,-0.45959610989188,1.66961965957198,0.215761399997548,1.24909885873691,-1.1542068830642,0.53854277236536,-1.67422185057738,-2.10341285475052,0.392148606674687,1.24057119433987,0.682436026333504,-0.454549644145957,-0.754810435952454
141,"nf_rel","3","no","<=highschool+tech","human/lang","fl_edu","no_job","high","high","high","1","3","no_car","apartment","rent","no_tv","no_tablet","no_blog/web",0,"often",20,"often",10,"sometimes","everyday","rarely","never","sometimes","sometimes","sometimes","never","never","1","1","never","no_sport","hundreds","hundreds","few","25","no_job","low",5,35,12,24,1.5,2,3.16666666666667,0.884397232040736,-0.659117759302009,-0.380687188753049,-0.0490794951614591,-0.930592373695786,-0.682216159209173,-0.451706650329199,1.3892955294207,-0.6981876490095,-1.09031986185493,-0.878311706428953,-0.0641274795105314,0.345555176872867,-0.279422192925704,-0.903896611254793,1.23921353409567,-1.27418625149297,0.873693217059996,1.01708958568019,1.09058203429948,0.326109487449359
142,"single","3","no","MA+","law/biz/menag","no_fl_edu","full","high","high","<=med","1","3","1car+","apartment","rent","tv","tablet","no_blog/web",3,"often",7,"rarely",2,"sometimes","everyday","regularly","never","sometimes","rarely","sometimes","sometimes","regularly","5","5","sometimes","ind","tens","hundreds","few","15","high:mng/pro/self","low",0,38,21,33,2.5,3.33333333333333,2.5,2.13008619304879,-0.0620074088026397,0.0751387172134813,1.05733882416276,1.21679722175888,0.217887241532581,0.440959599612517,-0.569296532394769,-0.396608275254309,0.848880565193599,0.402216847744968,-1.20042356743744,0.773239140534583,0.290861229840084,0.993690105490952,0.31024230410435,0.934742828459584,0.833490509507549,0.00280750207591742,-0.45190070540107,1.19711957897036
143,"single","24","no","MA+","soc/beh","no_fl_edu","full","high","high","high","5","4","1car+","apartment","own","tv","tablet","no_blog/web",9,"rarely",2,"often",12,"often","everyday","regularly","rarely","regularly","sometimes","sometimes","rarely","never","1","1","regularly","run","hundreds","tens","few","24","high:mng/pro/self","mid/high",2,38,19,35,2,3.83333333333333,2.66666666666667,-0.229673324244146,0.699947232947898,-0.0159779868112875,0.662850722024896,-1.74638125196108,-1.15737117061933,-0.618652950671027,-1.92730448743604,0.856525147277504,-1.02508216681193,-0.387922605251595,-1.45733645763675,0.821957758879786,0.274914537418885,-0.930210784438322,1.81083583722768,-0.629120182789565,-1.57670644323507,0.478618349754286,-0.444067399444883,1.12498852549399
144,"single","23","yes","<=highschool+tech","human/lang","fl_edu","flexible","high","high","high","2","3","no_car","apartment","rent","no_tv","no_tablet","no_blog/web",0,"sometimes",3,"often",10,"rarely","everyday","regularly","rarely","sometimes","sometimes","sometimes","regularly","regularly","4","3","regularly","rival","thousands","few","few","23","low:phys/sale/serv/assoc_pro","mid/high",3,26,13,35,1.5,4.16666666666667,3.83333333333333,0.139186875402404,0.178512064091205,-1.26050866269506,-0.927268205573199,0.342341569703815,-0.121676674027512,-0.89133467361664,1.01455053305679,-0.356288668723287,-0.195317390513852,0.174184509271704,0.623351573405804,-0.00121481704287907,-0.876237680006696,0.154689510822259,-1.37392561652712,0.174958663348685,0.27430288925899,1.1996322808492,0.371682588230828,-0.0795481589413706
146,"single","24","no","BA","law/biz/menag","fl_edu","no_job","<=med","<=med","<=med","0","5","1car+","apartment","family","tv","no_tablet","no_blog/web",2,"sometimes",3,"rarely",4,"rarely","everyday","rarely","never","sometimes","sometimes","rarely","rarely","rarely","2","1","regularly","rival","hundreds","hundreds","few","24","no_job","low",1,37,21,43,2,3,2,-0.475674772639964,-0.705080644008192,-0.033658011985294,0.112437920905549,0.41546981936643,-1.27436363503425,-0.616204829078591,0.804389059781883,-1.04241137685383,0.0047818155505224,0.412614401887492,1.34296757934349,-1.12590788635886,0.647205278164773,-1.14681106500847,-1.05342158474072,1.30005992382779,-0.0870161405089184,0.806617364647767,1.00711401270993,-0.397447703852593
147,"single","19","yes","<=highschool+tech","soc/beh","fl_edu","no_job","high","high","<=med","3","5","1car+","other","own","tv","tablet","no_blog/web",0.5,"often",6,"often",10,"sometimes","everyday","regularly","regularly","regularly","rarely","sometimes","rarely","rarely","2","1","regularly","ind","hundreds","hundreds","tens+","19","no_job","mid/high",6,20,19,28,1.5,3.16666666666667,3,-1.29352190032712,-0.269523461672607,-1.18644209674366,-0.795164269033743,-0.370470325228062,0.908393859206034,-2.18543800161536,-0.420560675719104,0.936819219022629,-1.2484308449504,-2.04523370074931,-0.085980757115757,-0.60481152234899,0.378413675460918,0.298192353278867,0.353471132949665,0.359973968137026,0.388556398258126,-1.56863764160503,1.7919512962142,-1.10302587235209
148,"single","3","no","BA","human/lang","fl_edu","part","high","high","high","1","4","1car+","apartment","family","tv","no_tablet","no_blog/web",2,"sometimes",10,"often",20,"sometimes","everyday","regularly","rarely","regularly","sometimes","rarely","sometimes","rarely","1","1","regularly","ind","hundreds","tens","few","22","high:mng/pro/self","low",3,31,19,29,1.5,3.16666666666667,2.5,-0.297964601285371,0.745448350064105,-0.0138203132215984,0.734130252421574,-0.770831172592616,0.119520645457581,-0.317282515982702,-0.407031771258388,0.711095180724234,-2.0749672863588,0.513732024830194,0.277106525973911,-0.0990170659791627,1.09796374946888,-1.276133862522,0.667736615682168,0.0477457527295626,-0.169664958444164,-1.42461715659809,-0.211167073044703,0.143686757469846
149,"nf_rel","4","no","<=highschool+tech","soc/beh","fl_edu","flexible","high","high","high","2","4","no_car","apartment","rent","no_tv","no_tablet","blog/web",0,"rarely",3,"often",10,"sometimes","everyday","regularly","never","sometimes","sometimes","sometimes","rarely","regularly","3","4","sometimes","ind","tens","tens","zero","23","low:phys/sale/serv/assoc_pro","mid/high",1,39,15,23,1,3.33333333333333,4.33333333333333,-0.108378658239145,-0.629977751878654,1.50946057589138,-1.79968486725433,0.461237343624006,1.06165824013589,-0.263090493901861,1.18943815923448,0.744532953186619,-0.350496576323898,0.761221005237319,0.242606018751215,-0.0875972786463829,0.914102188665154,-0.567722676068613,-1.37947501542501,-0.533816650811185,1.1330324970041,-0.260876888901829,-0.451363418767908,0.538331444024946
150,"single","12","yes","<=highschool+tech","human/lang","fl_edu","no_job","high","high","high","0","4","no_car","other","family","tv","no_tablet","no_blog/web",3,"sometimes",2,"often",10,"rarely","everyday","regularly","never","sometimes","sometimes","sometimes","never","never","1","1","regularly","ind","hundreds","tens","tens+","20","no_job","low",1,32,16,15,1,2.83333333333333,2.83333333333333,-1.30737270207684,-0.169189688800478,-2.43159487370663,-0.474423442995077,-0.224458305540522,-0.156198321869536,-1.19969284501707,0.0918398961413599,0.509732810004554,-1.64889537506524,0.793388991828955,0.511298628721823,-0.601563515938675,0.347001923714963,0.672484373781721,-0.0753942754095603,-0.400961513248727,0.0710419114993697,-0.48678675724402,1.02295457586839,0.327098021346737
151,"nf_rel","22","yes","<=highschool+tech","STEM/med","fl_edu","no_job","<=med","high","high","2","5","1car+","apartment","own","tv","tablet","no_blog/web",2,"sometimes",12,"sometimes",25,"rarely","everyday","regularly","regularly","sometimes","sometimes","sometimes","rarely","regularly","4","5","sometimes","ind","hundreds","hundreds","tens+","21","no_job","mid/high",0,40,23,25,1.5,2.66666666666667,4.33333333333333,-0.259343510520086,-0.495246249151121,1.27818170556417,-2.08762782202655,-0.137109259323822,-0.510115841561879,-0.405162258706224,-0.411895831989222,-0.246292626482808,-0.424313591096623,-0.00658389094030548,0.63571142345752,-0.648962499214375,-1.14601818913766,1.06396256661103,-2.10474418450247,-1.58128270691485,0.098228568541554,0.123617177545459,-0.22498642849156,-1.92949618501005
152,"single","3","no","<=highschool+tech","STEM/med","fl_edu","no_job","<=med","<=med","high","0","3","no_car","other","other","tv","no_tablet","no_blog/web",1,"sometimes",3,"sometimes",70,"rarely","everyday","regularly","regularly","rarely","sometimes","sometimes","sometimes","rarely","3","3","regularly","ind","hundreds","tens","tens+","19","no_job","low",0,22,6,31,2,2.33333333333333,2.66666666666667,-0.177173053247627,0.478131208943107,-1.26097648553042,-0.717078837815894,1.93260274273604,-0.558687907756082,0.340315720455885,0.0199217790294241,0.846763939081286,0.402412087512663,-0.808913939775629,1.49117461818859,0.333313102693745,-0.676352309853073,1.08951769238832,-0.0727505144328323,-0.186938345106663,-0.102049248526558,0.118815376155695,0.825589666744254,-0.991695449517895
153,"nf_rel","24","no","BA","STEM/med","fl_edu","no_job","<=med","high","<=med","0","3","no_car","other","family","tv","no_tablet","no_blog/web",2,"often",15,"rarely",4,"sometimes","not_everyday","rarely","never","regularly","rarely","sometimes","rarely","never","2","2","sometimes","ind","hundreds","tens","few","24","no_job","low",2,35,14,34,3,2.66666666666667,2.33333333333333,0.525370950936795,-0.278730953976432,0.350317945169166,0.223347961934806,-0.381241158575972,0.433683966166373,0.681228053540385,1.45097238915071,-0.759688394484771,0.779068813403805,0.27286383613496,1.27229536469153,1.24634158955631,-0.0344728764111168,0.309638894894022,0.622292911780506,1.52923774337708,-0.00520411508567784,-0.283707870312326,1.5666502794219,0.969270401820825
154,"nf_rel","20","no","<=highschool+tech","STEM/med","fl_edu","flexible","high","high","high","1","4","no_car","other","family","no_tv","no_tablet","no_blog/web",1,"sometimes",7,"sometimes",15,"rarely","everyday","regularly","never","regularly","sometimes","rarely","sometimes","regularly","3","1","regularly","rival","hundreds","hundreds","tens+","20","low:phys/sale/serv/assoc_pro","low",1,38,22,33,2,3.33333333333333,3,0.593622768498997,-1.36865284051019,0.293886647605198,0.192728650305552,-0.952556448657139,-0.547045125830942,-0.678605854589536,-0.0529640414282636,-0.544478216091616,0.918280568543123,-1.00332128786461,0.510240280915169,0.0477900620423687,0.196271731956429,-0.389791691640639,0.0604242981757543,-0.555776179792971,-0.754037376169679,0.978076190322554,0.221044232375301,-0.161273742593778
155,"single","22","yes","<=highschool+tech","STEM/med","fl_edu","no_job","<=med","<=med","<=med","1","4","no_car","apartment","own","tv","no_tablet","no_blog/web",2,"rarely",4,"rarely",2,"often","everyday","rarely","rarely","rarely","rarely","rarely","rarely","never","2","1","never","no_sport","tens","few","few","21","no_job","low",2,14,10,35,3,3.16666666666667,2.5,1.6896620920259,0.110624405938694,-1.04782907860582,0.664858725473365,0.268092954118036,-0.0396100281284435,-0.214337971710589,0.0204428295105583,-1.07246241215776,-0.9860662778325,-0.17065873937414,0.308796914931413,0.181271159871975,-0.643566650031199,0.229330335359553,-0.769701817453195,0.281163340581987,-0.229750330239498,1.63721316995597,-0.913399009588902,0.39095769593086
156,"single","10","no","MA+","STEM/med","no_fl_edu","full","<=med","high","<=med","4","4","no_car","apartment","rent","no_tv","no_tablet","no_blog/web",0,"sometimes",6,"often",50,"sometimes","everyday","regularly","rarely","regularly","sometimes","sometimes","sometimes","regularly","4","4","regularly","ind","hundreds","few","zero","28","high:mng/pro/self","mid/high",3,34,21,37,3.5,3.5,2.33333333333333,-1.82249560529751,0.712047711731544,-0.437185382987484,0.124388783533567,0.304078604698719,-0.216879426188614,0.444385523810984,-0.479275112280204,0.0394664949131055,0.283121644706132,-0.394032712514753,-0.671922593953906,0.613770887305349,1.1220581361144,0.736460998915479,0.232645167752728,-0.250085002022461,0.713190446512695,-0.120535130437654,1.11877437507245,0.832450546696074
157,"single","22","yes","BA","human/lang","fl_edu","no_job","<=med","high","high","2","3","1car+","apartment","rent","tv","no_tablet","no_blog/web",4,"often",8,"often",35,"often","everyday","regularly","rarely","sometimes","sometimes","sometimes","rarely","regularly","5","5","regularly","rival","thousands","tens","few","20","no_job","mid/high",7,34,16,41,3.5,4.16666666666667,1.66666666666667,0.526198321622329,-0.0388817669040514,0.552254211981105,-1.58784063761555,2.13800249688779,0.389098591639626,-1.97283653370524,1.47804698617945,1.69467631444346,0.472165978514017,-0.265213111789482,0.923809335795303,0.655975841143874,1.53545362536258,1.75632073295557,-1.77060583001517,-1.3188681385095,-0.130669584239812,0.23381112349044,1.43750555372665,-1.34006658393069
