"id","marital","timeWwa","dog","edu","eduprog","edutime","worktime","fatheredu","motheredu","grandedu","income","lifestd","cars","hometype","homestatus","tv","tablet","internetuse","tvtime","moviefreq","movie30","bookfreq","book12","pressfreq","musicfreq","theater","opera","cinema","art","livemusic","club","sportshow","sportint","football","trainfreq","trainfav","bookquant","cdquant","artquant","age","ISCObroad","incomeclass","civic","resmob","soccont","attgen","attgiven","attdiscovered","attnoatt","tvinfo","tvlowbrow","tvhighbrow","tvpop","tvcons","moviesepic","movieshigh","movieslight","bookshigh","bookslow","booksknow","booksfant","pressgen","pressknow","presscons","presslib","pressspec","musichigh","musicmodern","musicrock","musicafro"
158,"single","1","no","<=highschool+tech","law/biz/menag","fl_edu","no_job","<=med","<=med","don't_know","1","4","1car+","apartment","rent","no_tv","no_tablet","no_blog/web",1,"sometimes",5,"sometimes",12,"sometimes","everyday","regularly","rarely","sometimes","rarely","sometimes","sometimes","never","2","2","regularly","ind","tens","tens","few","19","no_job","low",4,33,5,15,1,2.16666666666667,3,1.27413725499789,0.126663294841779,-0.559869093688287,0.0708077981359873,1.27763321300483,0.505242262829002,0.532679921952275,-0.100185155436703,-0.461159447968049,-0.00443004747588566,-1.38969734707986,1.11559755484078,0.0635653953798846,-1.22753543228409,1.01236724954012,-1.91157275734831,0.0902641095555117,0.0612254837229286,-1.29877396836414,0.0636640684477513,-0.0163446036363275
159,"single","22","yes","BA","human/lang","fl_edu","flexible","high","<=med","don't_know","0","4","no_car","apartment","own","tv","no_tablet","no_blog/web",1,"sometimes",2,"often",30,"sometimes","everyday","regularly","rarely","sometimes","rarely","sometimes","rarely","never","1","1","regularly","rival","thousands","tens","few","24","low:phys/sale/serv/assoc_pro","low",3,22,21,29,2,2.5,2.33333333333333,0.122845343473604,0.467068877433061,0.229953906479418,-0.470858185475819,0.6321800122286,0.28989418465447,0.435657114732126,1.03649449238977,0.780561137504936,-0.812478421648096,-0.0727892357056416,1.57467300966708,-0.973565596487488,1.1569382445113,0.0473693530296503,-0.221967785592683,1.01466244652904,0.662191658876141,0.028400644158602,1.83001841233955,-0.14037048842794
160,"single","27","no","MA+","soc/beh","fl_edu","flexible","high","high","high","1","4","no_car","other","other","no_tv","tablet","no_blog/web",0,"often",10,"sometimes",20,"rarely","not_everyday","rarely","never","sometimes","rarely","rarely","never","rarely","3","1","regularly","rival","thousands","few","few","26","high:mng/pro/self","low",4,32,15,40,4,2.66666666666667,2.66666666666667,-0.959942808030147,0.450882871430098,0.82111308492049,-0.214575953873145,-0.382939912938227,-1.66856748119021,-1.58154566570074,1.14455211192442,-1.52133810372506,-0.466763789505941,0.182846160040534,1.6507810999318,-0.666922650107344,-0.868033658966608,0.672484373781721,-0.0753942754095603,-0.400961513248727,-0.570565505899125,-0.523864898088742,-0.543153457301672,-0.990612890225315
161,"single","2","no","<=highschool+tech","law/biz/menag","fl_edu","no_job","<=med","<=med","<=med","0","2","no_car","other","rent","tv","no_tablet","no_blog/web",0,"often",5,"rarely",0,"rarely","everyday","rarely","never","rarely","rarely","sometimes","sometimes","never","1","1","never","no_sport","hundreds","hundreds","tens+","20","no_job","low",0,32,7,28,2.5,1.83333333333333,2.66666666666667,2.58807803356814,-0.366148241192607,-0.160474485285724,1.28335732478249,-1.35834873203513,0.496836901835832,1.61554682919008,0.344359306199197,-1.40653100117123,2.98170689908616,-2.85018225724522,0.677443962879286,1.80482262414495,-3.42709156908453,0.550923022915893,0.551933396025012,-0.529206595891776,-2.48246346857334,0.316058500298754,2.0024000250177,-2.35611637921471
162,"single","2","no","<=highschool+tech","STEM/med","fl_edu","flexible","<=med","<=med","<=med","1","2","no_car","apartment","rent","no_tv","no_tablet","no_blog/web",0,"sometimes",3,"often",6,"rarely","everyday","rarely","never","sometimes","rarely","rarely","sometimes","never","5","5","regularly","ind","hundreds","few","few","20","low:phys/sale/serv/assoc_pro","low",1,31,12,23,2.5,3,3.83333333333333,-0.388464541396779,0.792340738415241,0.838123717686769,-2.44997285620757,3.68322460354958,-1.75568230026222,-0.583041029549852,1.61041829210922,-1.87406066319216,-1.63055715343688,-1.30569138505983,0.877491127031064,-2.33395585754448,0.749606738721032,0.532870070168624,-1.20944789907469,-0.315964492006302,-2.80884746906817,2.20079664643634,0.819699577583406,-0.532882933739477
163,"single","1","no","BA","law/biz/menag","fl_edu","no_job","<=med","<=med","<=med","0","3","1car+","apartment","rent","tv","tablet","no_blog/web",6,"often",4,"rarely",5,"often","not_everyday","rarely","never","regularly","rarely","rarely","sometimes","never","3","3","sometimes","rival","tens","tens","zero","24","no_job","low",0,40,22,33,2.5,4.16666666666667,2.33333333333333,0.994981553459305,1.39970785950113,0.278647179968094,1.71345947198971,-0.620481912167303,-1.32798269822254,1.46826730629825,-1.09911425158201,-1.02245879406363,1.25774474888706,0.569785343286324,-0.950329477433618,1.68496574219657,-1.02909509219454,1.84649098358455,1.46246872879506,1.87082794184227,0.346437672087612,0.631572277866042,-1.03872419322908,0.234992206736544
164,"single","25","no","BA","law/biz/menag","fl_edu","no_job","<=med","high","don't_know","0","4","no_car","apartment","family","tv","tablet","no_blog/web",6,"rarely",3,"often",15,"rarely","not_everyday","rarely","rarely","rarely","rarely","rarely","rarely","never","1","1","sometimes","ind","hundreds","tens","zero","24","no_job","low",2,30,6,34,2,3,3,0.595377749811548,-0.25028140886929,0.246575379691567,-0.564965208921703,-0.185148494918268,0.406667385945113,0.923584660396614,-1.6237238543027,-0.0587014107790438,0.35911080047889,-0.687118160577656,-1.38625913542604,-0.278146118730738,1.42203871364336,0.947878586877817,-0.318594829679695,1.60225979163218,-0.560851988191362,-0.805654683841321,-0.442704266962934,0.412007704844919
165,"single","5","no","BA","human/lang","fl_edu","no_job","<=med","<=med","<=med","0","3","no_car","apartment","rent","no_tv","no_tablet","no_blog/web",4,"often",10,"often",20,"often","everyday","regularly","regularly","regularly","regularly","sometimes","sometimes","regularly","4","4","regularly","ind","hundreds","tens","few","23","no_job","low",1,28,14,30,1.5,3.16666666666667,3,0.220193554462871,1.07494285217303,0.45266027993323,-0.249555082831094,1.06358752938909,1.20421586520314,0.722038378867049,0.396822845817127,1.13463334169225,0.106312439465012,-0.412145867346309,-0.461804003820046,0.792294077402672,0.407654630621677,0.763979927904009,0.640827008764579,1.07881568695528,1.26931873464353,0.148388132130711,-0.339088312827222,-0.0452402499773015
166,"single","21","yes","<=highschool+tech","law/biz/menag","fl_edu","full","high","<=med","<=med","1","1","no_car","apartment","other","no_tv","no_tablet","no_blog/web",3,"sometimes",2,"often",50,"often","everyday","rarely","rarely","sometimes","sometimes","sometimes","sometimes","rarely","2","1","sometimes","ind","hundreds","tens","few","21","low:phys/sale/serv/assoc_pro","low",6,28,22,45,4,4.33333333333333,1.5,-0.451729953002559,-2.6520008718823,-0.648391977104284,1.77233524728668,0.0751200876707798,0.408763750658958,0.768003008879011,0.913773864651516,0.2267612361557,0.804023692285856,-0.381378487731275,1.12340568351075,1.43611399852956,1.07565582652008,1.48567233967409,1.57529218310213,2.31391845706622,0.39526303903088,-0.605284249869193,-0.642156222815007,-0.363171777599377
167,"single","4","no","BA","law/biz/menag","no_fl_edu","full","<=med","<=med","don't_know","2","3","no_car","apartment","own","no_tv","no_tablet","no_blog/web",0,"often",6,"sometimes",5,"often","everyday","rarely","never","sometimes","rarely","sometimes","sometimes","never","3","3","regularly","run","tens","few","few","22","low:phys/sale/serv/assoc_pro","mid/high",1,32,13,33,2.5,3.16666666666667,3,1.56808263278165,1.18251312940486,0.0516644508653359,0.607497462225234,0.149075136107018,-0.366221149810497,0.654543612128333,1.15209679738008,-0.769450287069635,1.03879302972649,-0.563970467201227,1.02160899279033,0.657449541851483,-1.22207511031662,0.75513415208806,0.0449990409396294,0.456788766297446,-0.661476734028426,-0.91858078967179,2.23102208424212,0.0721878355846009
168,"single","2","no","<=highschool+tech","law/biz/menag","fl_edu","no_job","high","<=med","<=med","1","4","no_car","apartment","own","no_tv","no_tablet","no_blog/web",1,"often",30,"often",10,"sometimes","everyday","regularly","never","sometimes","sometimes","sometimes","regularly","regularly","3","2","regularly","ind","tens","tens","few","21","no_job","low",0,33,14,21,1,2.16666666666667,2.5,-0.879375895482441,0.976377621093008,1.01533053361207,-0.785641956490738,-1.09858360108561,0.0306859792508692,0.381319834429769,-1.60802387455469,-0.678991073758936,1.16556403988033,1.16728801362467,-1.35151698184626,0.417295131379302,1.20584310015327,-0.128534988218653,-1.75018895693711,0.551165597998311,0.0733856056208921,-0.989208558285802,0.161797097726988,0.571391433208762
169,"nf_rel","17","no","<=highschool+tech","STEM/med","fl_edu","no_job","high","<=med","don't_know","1","2","1car+","apartment","rent","no_tv","no_tablet","no_blog/web",0,"rarely",1,"rarely",5,"sometimes","not_everyday","rarely","rarely","sometimes","sometimes","rarely","sometimes","never","1","1","regularly","ind","hundreds","few","few","21","no_job","low",0,25,20,34,3.5,3,3,-0.337588214009621,0.0591654795127956,-0.2443335552642,1.23291553713131,-0.232827703180108,-0.942275471825041,-1.28728857529804,0.19480941582983,0.689410359791681,-1.43368646064067,-1.1404679099335,0.335493416061018,-0.0205474215948027,-0.112308622991277,-1.74294082810542,1.70789695675469,1.68279913421365,-0.123444329889046,-0.411789625011218,-0.440277270270692,-2.53896797854237
170,"nf_rel","2","no","<=highschool+tech","law/biz/menag","fl_edu","no_job","<=med","<=med","<=med","1","3","no_car","apartment","rent","tv","no_tablet","no_blog/web",2,"often",10,"often",20,"rarely","not_everyday","rarely","never","sometimes","rarely","rarely","rarely","never","2","2","sometimes","ind","tens","few","zero","20","no_job","low",0,37,10,25,1.5,2.16666666666667,2.5,0.824169200735679,0.149912056631148,-0.418958071114011,1.14363575511188,0.816654861350371,0.705835468513525,1.4774361638039,0.0780988798728889,0.143947788752932,0.944871946593565,-0.754006777319663,0.891271067503987,0.0590867443331387,-1.003054563746,0.672484373781721,-0.0753942754095603,-0.400961513248727,0.00212125562295046,-0.0184548226599193,0.140493017608762,0.615753010969849
171,"single","3","no","<=highschool+tech","law/biz/menag","fl_edu","flexible","<=med","<=med","<=med","1","3","no_car","apartment","rent","no_tv","no_tablet","no_blog/web",2,"rarely",2,"rarely",2,"sometimes","everyday","rarely","never","rarely","rarely","rarely","never","never","1","1","never","no_sport","tens","few","few","22","low:phys/sale/serv/assoc_pro","low",0,34,8,39,2,3,3.33333333333333,0.730490815585324,-0.155580106563995,-0.259529149598876,0.442456449951601,-1.60794518095985,0.308299074795054,0.0319919266983207,-2.46830779123534,-0.362921185525195,0.948743597282466,0.333890932002223,-1.12215407960057,0.138135310463404,-0.646993601247196,-0.297423806687121,0.183765665394927,-0.105823357737841,-0.640198367532709,-1.17300547798644,-0.507258682259164,-1.28379427455696
172,"single","6","no","BA","law/biz/menag","fl_edu","no_job","<=med","high","<=med","0","3","no_car","apartment","rent","no_tv","no_tablet","no_blog/web",0,"sometimes",5,"rarely",3,"rarely","not_everyday","rarely","rarely","sometimes","rarely","rarely","regularly","never","3","3","never","no_sport","hundreds","few","few","21","no_job","low",3,37,13,32,2,2.5,2.83333333333333,0.0285333071107421,-0.443718202471257,-0.662427846604492,-0.25750516199167,-0.642057359101373,-1.44938314097506,1.65701473046054,-1.62920245406201,-0.779191292348951,1.1041656452661,-3.08196526607213,-1.14665228609283,-2.9849472845837,-2.08800789627011,0.502867740856635,0.653085456291106,0.6802945588534,-3.62993072485958,0.722381904454294,-0.560874235227953,0.522249103066407
173,"married","26","no","MA+","STEM/med","fl_edu","full","high","high","don't_know","3","5","1car+","apartment","rent","no_tv","no_tablet","no_blog/web",0,"sometimes",2,"sometimes",6,"rarely","everyday","rarely","rarely","sometimes","sometimes","sometimes","rarely","never","1","2","sometimes","ind","hundreds","tens","zero","25","high:mng/pro/self","mid/high",2,38,16,42,3.5,2.83333333333333,2.5,-0.0965343228347902,-1.46076556383772,-0.565073555063987,-0.373090351206139,0.076239463062503,-0.0955598275194112,-0.833720294470677,-0.418414229318354,-0.0798925573521242,-0.811752070932741,-1.09186682306532,1.619311368091,-2.07832596098404,-0.214734174656491,-1.13049522480104,0.00390258343872541,-0.212684105941423,0.465246198916613,-0.707277758260528,0.70526122176422,-0.374710062645575
174,"single","24","no","BA","law/biz/menag","fl_edu","full","high","high","high","2","5","1car+","apartment","own","tv","tablet","no_blog/web",2,"sometimes",10,"often",12,"often","everyday","rarely","rarely","regularly","regularly","sometimes","regularly","regularly","4","4","regularly","run","thousands","hundreds","tens+","24","low:phys/sale/serv/assoc_pro","mid/high",1,40,22,29,2,4,2.83333333333333,0.277057887666586,-0.751873425988871,-0.103667298611854,0.367039989365296,0.566914471711649,-1.10655270683071,0.695650176724008,-0.145763692018972,0.393838530138011,0.561993659818555,0.293665975670714,-0.892914149569365,0.43914326314916,-0.45939056685672,-0.935450048861918,0.383394739811968,0.819679178428504,0.21037353626421,-0.191571845099194,-0.881053697459373,0.780190243913979
175,"single","21","no","<=highschool+tech","law/biz/menag","fl_edu","part","high","high","high","1","4","no_car","other","family","tv","no_tablet","no_blog/web",6,"sometimes",2,"often",30,"often","not_everyday","regularly","rarely","regularly","sometimes","rarely","rarely","rarely","2","2","sometimes","ind","thousands","hundreds","tens+","20","low:phys/sale/serv/assoc_pro","low",9,36,22,43,2,4,2.5,-0.312487534518075,0.14300123015618,0.305861134616331,1.22996713200053,-0.43350069458889,0.640705833396383,0.317182382405367,-0.802503484415727,0.406893923125232,0.0847035266235849,-0.449522863736227,-1.45304147095722,0.253316031999852,0.363889353269263,-0.944983827232039,1.58986896659753,0.522060977139065,0.0461519462831678,-0.492143893327052,-0.928299841532114,-0.18670123394485
176,"single","6","yes","<=highschool+tech","law/biz/menag","fl_edu","no_job","high","high","high","0","4","no_car","apartment","own","tv","tablet","no_blog/web",1,"often",15,"often",30,"rarely","everyday","rarely","never","sometimes","rarely","rarely","regularly","regularly","4","5","regularly","ind","hundreds","hundreds","tens+","21","no_job","low",1,37,24,36,2,2.5,3.16666666666667,-0.319641994372555,-2.80590561237233,0.37940581595473,-2.60484606302488,-1.13481279863884,-1.52161845950534,-1.09765880665881,1.36124953813035,-1.10922620148461,0.163647768580029,-0.568347255519888,1.28362778521763,-1.87737155401125,-0.523000007233446,-0.824592992709798,-0.469016449414074,-0.365053733777988,-0.838995685465446,1.90182237549493,-1.09378264883485,0.678880945297572
177,"single","24","no","BA","law/biz/menag","no_fl_edu","flexible","high","high","<=med","1","4","no_car","apartment","own","tv","tablet","no_blog/web",3,"often",15,"often",20,"often","everyday","regularly","rarely","sometimes","sometimes","rarely","sometimes","regularly","5","3","regularly","ind","hundreds","hundreds","few","24","high:mng/pro/self","low",2,40,19,39,2.5,4.33333333333333,2.16666666666667,-1.10127869395086,0.76172628029593,-0.320777450749968,-0.587645012916558,0.641750383109606,0.952646990318537,0.582247449100344,0.598694967603862,1.33812187566191,-0.841579657611094,0.187532133169378,1.59523403389358,-0.0776641322600725,0.349491652609735,-0.640962056107781,0.498304171321068,0.233762345224942,0.0559161696686778,-0.856162449259033,1.2343067529264,-0.915276769490456
178,"single","1","no","BA","law/biz/menag","fl_edu","no_job","<=med","<=med","<=med","0","3","no_car","other","rent","no_tv","no_tablet","no_blog/web",0,"sometimes",2,"often",15,"often","everyday","rarely","rarely","sometimes","sometimes","rarely","rarely","rarely","4","1","regularly","ind","tens","tens","few","22","no_job","low",8,31,15,23,2,2.5,3.33333333333333,0.455862097965261,-0.821320664945661,-0.148630122947595,-0.12569739342761,1.07600060349192,-0.129866776190543,0.840051143036163,0.865518449885287,0.403578377467292,-2.09766187703062,0.731269984590578,0.74135310425972,-0.39821293759052,-1.03455330993406,-1.05914045211756,-0.940763715316555,1.393113809002,0.132442559854508,0.991138117037698,-0.0732481051423522,-0.286272564857196
179,"nf_rel","8","no","<=highschool+tech","human/lang","fl_edu","no_job","high","<=med","high","1","4","1car+","apartment","rent","tv","tablet","no_blog/web",1,"sometimes",6,"rarely",12,"rarely","everyday","rarely","never","sometimes","sometimes","sometimes","sometimes","regularly","5","1","regularly","run","tens","hundreds","few","23","no_job","low",4,38,21,43,2,3,3.66666666666667,-0.372042025427592,-1.9454165308714,1.17322051313635,-0.270550420414881,-0.44390243907213,-1.31132208474534,-1.83018826989089,-2.20252373513519,-0.763227548235446,-0.871658720526514,0.546343604171837,0.182983667335886,-0.257723482598482,1.40915435974475,-1.49708384144746,-1.13734776775981,0.0257905983388176,1.10646830345283,-0.226637578693807,1.17437464852875,0.673703337523869
180,"single","6","no","BA","STEM/med","fl_edu","flexible","<=med","high","<=med","1","3","no_car","apartment","rent","tv","no_tablet","no_blog/web",2,"often",22,"often",38,"often","everyday","rarely","rarely","sometimes","sometimes","sometimes","sometimes","regularly","4","4","regularly","ind","tens","tens","few","24","low:phys/sale/serv/assoc_pro","low",3,37,15,29,1,3.16666666666667,4.16666666666667,-0.985760516476782,-0.255855380801215,0.783306721758431,-0.849210241980076,2.0103080439145,-0.433648732229788,-0.426821703906116,0.854806755506762,-0.550171265511554,0.682079142490974,1.0187677812228,1.09797684297416,-0.400330534269574,1.06255079992856,0.585348087934285,-0.0939662347569324,1.52459466723407,0.852943260308048,-0.635763422438627,0.579909166130072,1.00401389133566
181,"nf_rel","13","yes","BA","STEM/med","fl_edu","no_job","high","high","high","0","5","no_car","other","own","tv","no_tablet","no_blog/web",2,"often",5,"rarely",1,"sometimes","everyday","rarely","rarely","regularly","sometimes","sometimes","sometimes","regularly","3","2","regularly","ind","hundreds","tens","few","23","no_job","low",1,36,23,39,3.5,4.33333333333333,2,0.905237595872313,-0.396322305719076,0.630387958221206,1.25934635895204,-0.980910473949019,-1.97789702170743,1.01387930401486,0.370355258179604,-0.898923630541592,0.409812796053278,0.156889091164185,-0.389072625666276,0.59118520597093,-0.492176226678594,-0.248358267149699,1.28629560123366,0.360545606871889,-0.63153120704465,0.712742231170332,0.0648710451910821,0.805310147310629
182,"nf_rel","3","no","BA","STEM/med","fl_edu","full","<=med","high","<=med","1","2","no_car","apartment","rent","no_tv","no_tablet","no_blog/web",0,"rarely",3,"rarely",0,"often","everyday","rarely","never","sometimes","rarely","rarely","never","never","3","2","sometimes","ind","tens","few","zero","25","low:phys/sale/serv/assoc_pro","low",0,40,20,28,1.5,1.66666666666667,3,0.62445836836526,-0.0873914200911903,-3.33513402412529,-1.03905754782936,-2.08461486596308,-3.13994580780521,1.23584675350461,-0.0596047809466529,-2.41331513516072,-2.04091928804284,-2.93165223275868,0.712310245983322,0.217854205281831,-0.254391352877481,0.591443473204503,0.342824172213488,-0.48645823501076,-1.55737560313883,0.315108427567022,-1.06141270880091,0.302087427002459
183,"nf_rel","5","no","BA","STEM/med","fl_edu","flexible","<=med","<=med","<=med","1","3","no_car","other","other","no_tv","no_tablet","no_blog/web",0,"rarely",5,"often",25,"rarely","not_everyday","rarely","never","sometimes","sometimes","sometimes","regularly","regularly","4","4","regularly","run","tens","tens","few","24","low:phys/sale/serv/assoc_pro","low",2,35,15,30,1.5,3.5,3,0.969461341112889,0.408607988978111,0.397601821719417,0.279939503576846,-0.237865939436347,0.0392608024272049,1.64792476170152,-0.0869426698093809,-0.413883755437345,0.473076055052292,-0.573122733755377,1.67495835053155,-0.23221291106069,0.148476602034581,0.726590250820373,0.178744109104965,0.122245581156851,-0.246166399645583,-0.107884874506498,1.28173875721021,1.32859492603756
184,"single","4","no","BA","law/biz/menag","fl_edu","part","high","high","high","1","4","no_car","apartment","rent","no_tv","tablet","no_blog/web",4,"sometimes",4,"often",15,"often","everyday","rarely","rarely","sometimes","sometimes","rarely","sometimes","rarely","3","1","sometimes","run","hundreds","tens","few","21","high:mng/pro/self","low",5,29,17,31,2,2.66666666666667,3.66666666666667,0.777292080374906,-0.0443937518444219,-0.979022613943307,1.0505597406399,0.643381058740301,-0.679596160517345,0.504479029070497,-0.758019141357025,0.0803757717019734,1.29453162684234,-1.34760331531722,-0.0554298815243913,0.154353108902301,-0.242239587712324,0.799537676859109,0.275263145125367,0.651793054844145,-0.0334313062677419,-0.378563309614571,-0.154876726260216,0.670770960688267
185,"single","6","no","MA+","soc/beh","no_fl_edu","full","<=med","high","<=med","2","3","no_car","apartment","rent","tv","no_tablet","no_blog/web",1.5,"often",10,"sometimes",6,"often","everyday","regularly","never","regularly","sometimes","sometimes","sometimes","regularly","3","2","sometimes","ind","tens","tens","few","25","low:phys/sale/serv/assoc_pro","mid/high",2,31,20,27,1.5,4,3,1.14766382888115,0.772216804538319,-0.0513057817224529,1.22172423843553,0.524673360726801,1.06028054523147,0.631564759392262,0.0761330128698344,0.905040079767789,0.914989027880405,1.01408589955853,0.290868436722697,0.63519456178825,-0.901412175977323,0.571304192938773,0.296087356180989,0.90365663575275,-0.403861963516046,0.657059740577445,0.328445547812444,0.789741074232166
186,"married","4","no","BA","STEM/med","fl_edu","no_job","<=med","high","high","2","3","1car+","apartment","rent","tv","no_tablet","no_blog/web",8,"sometimes",3,"sometimes",20,"rarely","everyday","rarely","never","sometimes","rarely","rarely","rarely","regularly","4","4","regularly","ind","tens","few","zero","22","no_job","mid/high",0,34,11,18,1,2.33333333333333,1.66666666666667,-0.289940815028226,0.464556279463506,-0.108522493146528,0.623224350587019,-0.827666984418306,-0.727058311574278,0.697346041052742,-0.953486886046528,-0.7732401024773,0.216683947459295,-1.01773571293031,-0.554431280686081,-1.2458118158574,-2.69549792817475,-1.53452997656432,-2.11480735866444,-2.74849199832298,-1.63433953168778,-0.410428367902206,-2.20377747530731,1.62089903664182
187,"single","3","no","<=highschool+tech","soc/beh","fl_edu","no_job","high","high","high","1","5","no_car","apartment","own","tv","tablet","no_blog/web",5,"sometimes",4,"sometimes",4,"often","everyday","rarely","rarely","sometimes","sometimes","sometimes","sometimes","regularly","4","1","sometimes","run","tens","tens","few","21","no_job","low",3,40,24,31,2.5,3.5,3.5,2.32741915230465,1.06322621076715,0.604945821244982,2.0525904379133,1.56186804479584,1.5464547724685,1.75485381912917,1.04167931157966,0.295618830150309,2.13785460040666,0.697233180787283,-0.273624743154697,1.43375294416187,-0.796967414804452,1.6056810167678,0.59208924088265,0.680644084610065,-0.132973200213721,0.373325642738812,-0.650481604725214,0.731861718184268
188,"single","1","no","<=highschool+tech","no_uni_edu","fl_edu","no_job","<=med","high","<=med","1","3","no_car","apartment","rent","no_tv","tablet","no_blog/web",0,"rarely",5,"often",20,"sometimes","everyday","rarely","never","regularly","rarely","sometimes","regularly","regularly","3","3","regularly","ind","hundreds","few","few","19","no_job","low",5,36,13,23,1.5,3.66666666666667,3,0.194978504160353,-1.10176889308592,0.660433208096017,-0.249555082831094,1.06358752938909,0.780398540551992,1.39759521788778,-0.676827255424141,0.38737904501718,0.737983619466094,-0.758905874012908,-0.991282358485729,-0.997158078559305,-0.968225021730669,0.672484373781721,-0.0753942754095603,-0.400961513248727,0.285914801982192,0.43445081164703,-1.33053001038447,0.619816849147567
189,"single","19","no","<=highschool+tech","STEM/med","no_fl_edu","full","<=med","high","high","1","3","no_car","apartment","other","tv","no_tablet","no_blog/web",1,"often",15,"sometimes",20,"sometimes","everyday","rarely","never","regularly","rarely","rarely","regularly","rarely","3","2","sometimes","run","tens","tens","few","19","low:phys/sale/serv/assoc_pro","low",0,36,12,32,2,3.16666666666667,2.83333333333333,0.733519459414803,-0.464563009919717,-0.335612257710335,0.699211607827306,-1.13641603109721,-0.826520768816678,1.00270302424865,-0.689243830209536,-0.893819968184285,1.38881579725089,-0.395682627514288,-0.446745031312881,0.629670330880225,-0.486031009212779,-0.861628022410903,-0.288673285037669,-0.371530384886219,-1.23193767075672,0.641139661974378,-0.930203910164457,2.18070606933964
190,"single","22","no","<=highschool+tech","law/biz/menag","fl_edu","no_job","<=med","high","high","0","3","no_car","other","own","tv","tablet","no_blog/web",1,"sometimes",5,"often",15,"often","everyday","rarely","rarely","rarely","rarely","rarely","rarely","regularly","5","3","regularly","ind","hundreds","tens","few","22","no_job","low",0,28,8,41,3,2.66666666666667,1.33333333333333,0.126023788512551,0.81945342897934,0.922469015872649,1.60427560976961,0.755798269869175,-0.00394004695156078,1.07935475950432,-0.391038471471362,0.460749248528579,0.197849426371982,-1.43862837472985,-0.927568630846812,0.76581283012712,1.08927247629253,-0.0967999896713349,0.85439805310461,1.40831296136298,-0.800783864780252,0.0231689898041016,-0.232627217556665,0.233418906136821
191,"single","2","no","<=highschool+tech","STEM/med","fl_edu","flexible","high","high","high","0","3","no_car","apartment","rent","tv","no_tablet","no_blog/web",1,"sometimes",1,"rarely",2,"sometimes","everyday","rarely","rarely","sometimes","rarely","sometimes","sometimes","never","1","1","never","no_sport","tens","few","few","22","low:phys/sale/serv/assoc_pro","low",1,38,19,27,1,3.16666666666667,4.33333333333333,-0.464730591479945,0.218466655352086,-2.51053243917889,1.55320823858402,-0.600723183121522,-1.42396211980236,0.215789020524146,-0.321968501230121,-1.84936054381777,-0.144005622263991,-1.40710291981954,0.816926026327509,0.148130607353932,-0.378252564924911,0.6456273207084,0.292564713476501,0.116647457440276,-2.03415199897547,-0.334496069904761,0.605479960763631,1.0845242111426
192,"nf_rel","2","no","BA","human/lang","fl_edu","no_job","<=med","<=med","<=med","0","3","no_car","apartment","rent","no_tv","no_tablet","blog/web",0,"sometimes",3,"sometimes",30,"sometimes","everyday","rarely","never","sometimes","rarely","sometimes","rarely","never","1","1","never","no_sport","tens","few","few","22","no_job","low",1,38,12,24,1.5,3.16666666666667,3.33333333333333,0.656129090598666,-0.0709629935777225,0.622332343121163,0.790636366447629,0.89667662754249,-0.093773352768628,0.202145798914494,0.226877505663052,0.971343798615941,1.19423153568946,-1.0851087550165,-0.410486210611177,1.09319251435225,-0.318519285812135,0.922490225796798,-0.240754584454935,0.878096218959976,0.193871178501577,-0.596503072679195,0.255315142314295,-0.273880910658704
193,"nf_rel","2","no","<=highschool+tech","law/biz/menag","fl_edu","no_job","high","high","don't_know","0","4","no_car","apartment","rent","no_tv","no_tablet","blog/web",0,"often",10,"sometimes",20,"often","everyday","regularly","never","regularly","sometimes","sometimes","never","rarely","1","1","sometimes","ind","hundreds","hundreds","tens+","19","no_job","low",5,37,20,33,1.5,3.16666666666667,3.5,-1.98912795671689,1.27140670612236,-1.20248284907096,-1.09797630661303,1.80653140174458,0.968827551535678,-0.565891507163131,1.79292810042482,0.398755948348863,-1.60578483995905,1.06618079409152,1.47273102725623,0.282878974619941,1.95061201520628,0.7166651400059,-1.43727645498517,0.428834636970746,0.913056353969387,-0.539569762026392,1.01064990167719,-1.43974179058147
194,"single","2","no","<=highschool+tech","human/lang","fl_edu","no_job","high","<=med","<=med","1","3","no_car","other","other","no_tv","no_tablet","no_blog/web",0,"rarely",2,"often",10,"sometimes","everyday","regularly","never","sometimes","sometimes","sometimes","sometimes","rarely","1","1","regularly","run","hundreds","tens","few","21","no_job","low",1,18,18,19,1.5,2,2,1.55483899155542,-0.274508312849682,0.208628727116643,-0.18576586251531,-0.366851623478726,0.826244817180318,0.932661097712636,1.43416043230611,0.216760347149469,1.27748105198829,1.42993160150688,1.13539939693429,0.131604036963144,0.768682668011138,1.84515835331332,1.04699887740398,0.385595667235201,1.15650025699437,-0.609658919002963,0.357141653107996,0.166373346290679
