"id","marital","timeWwa","edu","eduprog","edutime","worktime","fatheredu","motheredu","grandedu","income","lifestd","cars","hometype","homestatus","tv","tablet","moviefreq","bookfreq","pressfreq","musicfreq","theater","opera","cinema","art","livemusic","club","sportshow","sportint","football","bookquant","cdquant","artquant","age","ISCObroad","incomeclass","civic","resmob","soccont","attgen","attgiven","attdiscovered","attnoatt","tvinfo","tvlowbrow","tvhighbrow","tvpop","tvcons","moviesepic","movieshigh","movieslight","bookshigh","bookslow","booksknow","booksfant","pressgen","pressknow","presscons","presslib","pressspec","musichigh","musicmodern","musicrock","musicafro","cultcap","lifestab","wealth","cluster","can1","can2","ent_total","ent_avg","ent_wgh","ent_max","ent_min","places","fullent","connections","netcomm"
1,"single",5,"MA+","soc/beh","fl_edu","no_job","high","high","high",2,2,"no_car","apartment","rent","no_tv","no_tablet","sometimes","often","often","not_everyday","rarely","rarely","sometimes","sometimes","sometimes","sometimes","never",2,1,"hundreds","tens","few",24,"no_job","mid/high",1,6,10,4.25,2.5,3.83333333333333,1.83333333333333,3.01228014046288,4.01101500383478,5.75157167406572,2.63723818920476,4.35314736887311,4.21679663441528,4.44248008946457,5.13587668704729,3.90313595346272,3.50466442580891,4.95501440298259,4.20178717631016,3.58217806021924,4.28532660203782,3.93665296952266,1.84111411872756,4.27974406474447,5.669858372255,4.65046606326245,3.801322825942,3.41283361228184,4.36987603835098,3.25986577912457,3.06358135774127,"Kulturalnie_wycofani",3.62821585910552,2.94147253635238,15.2463198474834,1.27052665395695,1.31997727210858,1.52192809488736,0.76420450650862,12,1.44759694986086,129,"Main"
2,"single",4,"MA+","law/biz/menag","fl_edu","job","high","high","<=med",10,3,"1car+","apartment","own","tv","no_tablet","often","often","often","everyday","regularly","regularly","regularly","regularly","sometimes","regularly","regularly",3,1,"hundreds","hundreds","tens+",26,"high:mng/pro/self","mid/high",1,15,12,3.375,1.5,3.5,3.16666666666667,2.56204778969485,1.61980292065488,4.13766616651164,3.45424848317511,1.72967530801571,4.24035650509419,3.30923508091705,3.87191306341195,4.45346175037458,2.77157596494743,3.76485425621918,4.16202678190909,3.3132989747014,5.12501634896777,1.61980808782369,4.58618078116911,3.04838714513924,4.55155052284227,4.32902628180509,3.6010130785188,4.33238151298669,7,5.42699076024756,5.95563480716624,"Kulturalnie_wycofani",5.05086745985588,1.36836008037399,13.5749168089786,0.754162044943255,1.09639639787785,1.58496250072116,0,18,1.4977275178457,95,"None"
3,"relationship",7,"BA","human/lang","no_fl_edu","flexible","high","high","<=med",4,4,"no_car","apartment","family","no_tv","tablet","sometimes","often","often","everyday","regularly","never","sometimes","sometimes","rarely","sometimes","regularly",5,1,"hundreds","tens","tens+",27,"high:mng/pro/self","mid/high",4,12,12,2.375,1,2,4.16666666666667,4.83022142549578,5.40801234315149,6.45741121074781,4.98171001390988,3.80552208480831,6.50842871287584,6.53698656235893,5.15286838380864,4.65267024901982,4.72154348473178,4.57443755008218,4.60630214348381,5.31052233576806,6.25417433452704,4.169262389625,4.32120217469796,5.19385543307121,4.99120846052563,2.16681815690775,3.88287714077005,5.23775730151562,5.04615542166128,5.94600779948542,3.7887623713191,"Wolne_Zawody",2.6932796369249,5.47532544791136,0.811278124459133,0.405639062229566,0.540852082972755,0.811278124459133,0,2,0.811278124459133,3,"None"
4,"relationship",2,"BA","STEM/med","no_fl_edu","no_job","<=med","<=med","high",4,4,"1car+","apartment","family","tv","no_tablet","often","sometimes","rarely","everyday","rarely","rarely","sometimes","rarely","rarely","never","never",5,2,"thousands","hundreds","few",24,"no_job","mid/high",3,9,9,2.625,1.5,3.16666666666667,3,2.18728627738338,5.17768152870321,5.65223933706654,4.82770331299247,2.04012750736617,4.5852818089307,6.00605016005904,4.09123087377129,4.12692016525266,5.06822540049335,4.51087418286027,5.71915220810349,4,3.27582810855789,2.44106307327518,3.97899165912046,4.16723767350248,4.66529568713051,4.38891556560709,5.96298022485043,5.62358007587301,3.00096407441204,4.05533613117616,5.98323619405392,"Studenci",4.68538133606257,4.29739265180259,0.721928094887362,0.360964047443681,0.498840044850438,0.721928094887362,0,2,0.721928094887362,4,"None"
5,"single",5,"BA","law/biz/menag","fl_edu","no_job","high","high","<=med",2,4,"no_car","apartment","rent","tv","tablet","often","often","often","everyday","regularly","rarely","regularly","sometimes","sometimes","regularly","rarely",3,1,"thousands","tens","few",24,"no_job","mid/high",7,13,15,4.125,3,4.5,2.33333333333333,2.25738278756378,1.66838234193913,4.00553324059,1,1.50051710682011,6.33115027935116,3.19737080848754,4.62444433627777,6.30461657571827,4.1046940772667,6.4137487436618,2.64893553246788,5.50768007907914,6.49596021172921,2.91773120092736,5.89190326857307,5.45484540226467,6.29583419529934,5.40830187224657,3.76520442813579,2.92949121272113,5.91214201562056,2.55468029447218,4.92744519444159,"Wolne_Zawody",3.45240871094844,2.87637024832212,10.7657107761012,0.897142564675103,1.03292799083684,1.53049305675748,0,12,1.43879862024312,68,"None"
6,"relationship",26,"<=highschool+tech","STEM/med","fl_edu","job","<=med","<=med","don't_know",1,4,"no_car","apartment","family","no_tv","no_tablet","rarely","sometimes","rarely","everyday","rarely","never","sometimes","rarely","rarely","rarely","never",2,2,"tens","few","few",26,"low:phys/sale/serv/assoc_pro","low",0,6,5,2.75,1,2.33333333333333,3.16666666666667,1.50510039340293,2.35872544256935,2.31700281726387,1.9292879706802,2.61244183252639,2.36295677152276,1.96250785466993,1.53136644229082,1.72622669326582,1,5.30802552816682,2.93258613408511,2.31265900165014,4.65797541425891,4.09333030620271,2.72823967228921,3.40488495625832,3.51012850819478,2.7567699267033,3.90482282754142,4.25170772374403,1.4421394569298,4.28999224574639,2.38719004202813,"Kulturalnie_wycofani",6.32923739341129,1.19952048519012,7.79434270634026,0.779434270634026,1.20982271680868,1.58496250072116,0,10,1.58132162182116,68,"None"
7,"single",5,"BA","human/lang","fl_edu","job","high","high","don't_know",0,3,"no_car","apartment","rent","no_tv","no_tablet","often","sometimes","sometimes","everyday","rarely","rarely","regularly","sometimes","sometimes","sometimes","never",2,1,"hundreds","few","zero",24,"low:phys/sale/serv/assoc_pro","low",3,8,11,2.625,1,4.5,3,2.32433582057093,4.60030678514505,6.38802471041956,3.70558463802284,3.42853812625585,5.49270141716507,3.5778647435259,2.10455035719221,5.80516004150926,3.63704322626218,3.46607458458686,2.08416206554763,4.8616772150451,4.91207875623253,1.46244845742975,6.10260697246429,4.17811559208315,5.87947923612171,1.58045991756388,3.348008233407,5.62183604219784,3.99785064998708,4.23114972040302,1.30544656838903,"Wolne_Zawody",2.8263101540242,4.64984335061693,5.00179481399659,0.833632468999433,1.17305155543602,1.49669176167996,0,6,1.43282762185813,105,"Main"
8,"single",6,"MA+","human/lang","no_fl_edu","job","<=med","<=med","don't_know",2,3,"no_car","apartment","rent","no_tv","no_tablet","often","sometimes","sometimes","everyday","regularly","rarely","sometimes","sometimes","sometimes","rarely","regularly",3,2,"hundreds","tens","few",25,"low:phys/sale/serv/assoc_pro","mid/high",2,12,14,3.75,4.5,3.5,1.5,2.80326240881316,5.20692667444483,6.16692076688746,5.0354372050214,3.37058063346097,5.47342460430816,3.68027310971312,4.73168821644486,5.57587274778044,4.21058531292488,4.10628024578675,3.08533639531598,5.02478427644278,5.3250430528188,4.43098732873035,5.39398289760959,5.6299338772949,5.72761973421057,4.3205431030691,4.77700999264663,5.82229383844685,4.15586025888448,6.04533435199843,2.13592601982241,"Wolne_Zawody",2.76915948692901,4.59122920481303,4.76833693410482,0.953667386820964,1.15832763849873,1.44881563572518,0,5,1.41916759697361,33,"None"
9,"single",24,"BA","human/lang","fl_edu","flexible","high","high","high",2,4,"no_car","other","family","tv","tablet","rarely","often","often","everyday","rarely","never","sometimes","rarely","rarely","sometimes","rarely",1,1,"hundreds","hundreds","tens+",24,"low:phys/sale/serv/assoc_pro","mid/high",0,16,15,3.875,1,3,3.16666666666667,3.53258299680475,3.50800379352542,5.53440099818712,4.60887033533903,1.90200079151354,4.64976723939765,4.88167084169744,2.68294592445308,5.02994404144426,4.21756923427928,3.58866674065949,3.62735889415747,4.39833691054907,5.57140291595732,1.43840247001413,5.95960792277187,4.96664903468376,4.356485161604,3.16910567588048,2.81681956466323,4.30370175531152,4.51947015166427,3.62448284624179,3.24664018359931,"Studenci",4.87287626811626,4.639343634578,5.84572757932412,0.974287929887353,1.32214503800826,1.49669176167996,0,6,1.46856212561661,106,"Main"
10,"single",23,"BA","law/biz/menag","fl_edu","no_job","high","high","high",0,5,"1car+","other","own","tv","no_tablet","sometimes","sometimes","often","everyday","regularly","rarely","regularly","sometimes","regularly","regularly","regularly",5,4,"hundreds","hundreds","tens+",23,"no_job","low",2,15,15,4.75,4,4.16666666666667,1.83333333333333,3.40261794413887,5.41022847881047,5.49519532196962,4.71395090559325,2.32436839143541,4.43631367253649,4.7598213836028,3.43128731771733,4.64190434174244,3.90118171411162,3.41071237383805,3.32382889448308,4.70554265840482,3.84713478236242,2.20524465293413,5.67284365034979,3.35698924817697,4.99541319911086,5.4359145422963,2.51565790152117,2.50018209379905,6.84581882447962,1.53458146582486,5.67567102344489,"Studenci",4.66368439981741,4.49131864760093,11.2795119743183,1.02541017948349,1.15636942238903,1.5,0,11,1.38425145553531,30,"None"
11,"single",5,"BA","human/lang","fl_edu","flexible","high","high","<=med",2,5,"no_car","apartment","rent","no_tv","no_tablet","sometimes","often","sometimes","everyday","rarely","rarely","sometimes","rarely","sometimes","regularly","never",1,1,"hundreds","hundreds","zero",24,"high:mng/pro/self","mid/high",2,3,7,3.75,2,3,2.33333333333333,1.82955209157641,5.3753812762809,4.25522421964364,3.97085984162049,1.96917521074263,4.90520541703502,2.83159401849153,3.07808696089606,6.0858031023902,3.98313275758238,3.34828568111886,3.4141923839223,3.70831929733816,2.99443794654921,3.12159141517003,4.9181977982654,2.98633748367058,5.2741044100342,4.69810357038144,3.5816624743116,4.01055621150736,4.09138540964524,5.25647423715563,2.02320557486527,"Kulturalnie_wycofani",4.46610492942241,3.77078830240913,12.3611146149878,1.03009288458232,1.21338049935332,1.45933088592273,0,12,1.41688758163898,106,"None"
12,"relationship",2,"MA+","human/lang","no_fl_edu","flexible","<=med","<=med","<=med",1,3,"no_car","apartment","rent","no_tv","no_tablet","sometimes","often","often","everyday","rarely","rarely","sometimes","sometimes","sometimes","never","regularly",5,5,"hundreds","few","few",26,"high:mng/pro/self","low",2,10,15,3.625,2,3.5,2.83333333333333,2.44769974819449,4.26683321019877,5.78247189298226,3.41134879063409,5.3548615670478,4.61634534836264,4.76918196844375,5.28873805435896,4.69178149222692,4.41441956046206,4.51339080134533,4.93862225117708,4.59264369157204,4.41347589766162,3.26871019695768,2.65024904360457,4.2288621430024,4.8606749749755,4.89965134972767,4.94849093769467,4.96990978461194,3.58397051642939,5.56428580235187,2.2065388123666,"Wolne_Zawody",2.80238704551031,4.10946417428116,7.17397498040439,1.19566249673406,1.25302615204435,1.48547529722733,0,6,1.43858788752728,70,"None"
13,"single",25,"BA","human/lang","fl_edu","job","high","high","high",2,3,"no_car","apartment","own","tv","no_tablet","sometimes","sometimes","sometimes","everyday","regularly","rarely","regularly","regularly","regularly","regularly","regularly",2,2,"tens","few","few",25,"high:mng/pro/self","mid/high",5,14,14,4.25,2,4,2.66666666666667,4.45187339609752,4.69830660501862,6.42725794088855,5.1644220189803,3.66847717923962,6.13157375762657,5.51967021243615,3.6707536072565,5.95012284905339,4.048567793032,4.41929583842832,3.26966793402335,4.87610695626736,5.64226764375696,3.82788626440316,5.95662486482635,4.51505496654672,7,4.1106428749419,4.45497389229527,4.75913350238473,5.79235412468323,5.28934952624822,4.37277261579369,"Wolne_Zawody",2.26560451319376,4.58964702312305,8.74173286405103,0.514219580238296,0.800086993369153,1.49669176167996,0,17,1.45668774344008,103,"Main"
14,"single",2,"<=highschool+tech","soc/beh","fl_edu","flexible","high","high","high",0,3,"no_car","apartment","rent","no_tv","no_tablet","rarely","often","often","everyday","regularly","rarely","regularly","sometimes","sometimes","sometimes","never",2,1,"hundreds","hundreds","zero",24,"high:mng/pro/self","low",6,16,15,3.25,3,4.5,2.5,1.70835968914115,4.57106163940344,5.87334328059864,3.95241083510405,4.31432795322977,5.59470642509018,5.3969681814643,4.26000127242458,6.6629949189059,3.41071174368567,5.03082350733547,2.78175575513346,4.36198334381989,5.68014639883654,3.27434518143027,2.93121864232663,4.26334563593231,6.41465643141844,5.97294985270924,4.35461576095837,5.29069155582359,5.42256407944992,4.60515545355564,1.93061181620369,"Wolne_Zawody",2.0132322794482,3.85214042702907,8.54410115064601,0.854410115064601,0.965742460521913,1.45933088592273,0,10,1.37543725445974,67,"None"
15,"relationship",15,"MA+","human/lang","no_fl_edu","flexible","<=med","high","<=med",1,4,"1car+","apartment","rent","tv","no_tablet","sometimes","often","often","everyday","rarely","regularly","sometimes","sometimes","regularly","regularly","regularly",3,3,"tens","tens","zero",26,"high:mng/pro/self","mid/high",2,13,11,4.875,4,3.33333333333333,1.16666666666667,4.55400243364054,4.78009147198647,3.91167047860062,3.35495632536322,4.72327903112156,4.69244619716224,4.38158108094255,4.06558537192189,4.30130475163232,5.33896830953439,4.86568268591376,3.09555837667705,4.06657003278672,5.19839709993727,4.35525590455735,2.80999987893467,5.02132469538986,3.7694855938969,6.47722076234825,4.3507476827151,3.68268201950453,4.87238085580253,6.42309575562835,4.44860019753971,"Wolne_Zawody",4.22845290932495,4.66476340751778,1.42435185978431,0.474783953261435,0.907594274802334,1.42435185978431,0,3,1.36738101838996,44,"None"
16,"single",26,"MA+","law/biz/menag","no_fl_edu","flexible","<=med","<=med","high",0,4,"no_car","apartment","family","tv","tablet","often","sometimes","often","everyday","rarely","rarely","sometimes","sometimes","regularly","regularly","rarely",4,1,"tens","tens","few",26,"high:mng/pro/self","low",1,12,11,4.875,1.5,4,3.16666666666667,4.24714960157289,2.39359686673546,6.91797809716832,4.10709104648562,4.23830826190198,6.97679122521531,6.50740253910758,6.28873873991444,5.41427193106252,4.84701847681969,4.1930916215456,4.37260687593996,6.53085200935524,5.75874946406603,4.41597267621229,4.84999738118285,4.98506739105102,3.98533048641109,3.01561000449414,3.76083950330142,3.76968397748582,4.31590064888337,4.67330256047386,4.66606968929499,"Wolne_Zawody",3.44656100169012,5.54476661440859,7.84708209598201,0.980885261997751,1.21901731032006,1.45914791702724,0,8,1.46098206981691,74,"None"
17,"relationship",26,"BA","human/lang","fl_edu","flexible","high","high","high",2,3,"no_car","apartment","own","no_tv","tablet","often","often","often","everyday","regularly","rarely","regularly","regularly","regularly","regularly","never",1,1,"thousands","hundreds","few",26,"high:mng/pro/self","mid/high",8,12,12,5,2.5,4,3,1.95111585094145,2.8769551998125,6.01242846546379,4.10570846541841,3.40782469499148,5.91991989359736,5.08215800433879,5.39776276685274,5.62798709116075,4.93843173102765,5.20249154456123,5.84762485511144,4.82871798265721,5.50677603043818,1.814647167728,4.42129279202934,3.68301464628674,6.48195005165976,5.32663992532352,5.70686928722173,3.71924908537009,6.54511984579714,5.08877558961932,3.72438692881054,"Wolne_Zawody",1.75766037700721,2.97016552534404,15.1518070850278,0.946987942814235,1.13191533612293,1.44881563572518,0,16,1.43171250401891,119,"None"
18,"single",24,"BA","human/lang","no_fl_edu","job","<=med","high","<=med",1,3,"no_car","apartment","own","tv","no_tablet","often","often","rarely","everyday","regularly","rarely","sometimes","sometimes","sometimes","regularly","rarely",1,1,"hundreds","tens","few",24,"high:mng/pro/self","low",1,15,11,2.25,1,3.33333333333333,3.66666666666667,2.04150300675992,1.85241911974062,6.62433508959887,4.64715901052359,2.29372032041961,7,4.13663382802418,3.65886036525087,7,3.88822603637924,4.00224007736464,5.1666559541974,4.52194730759828,5.64473214988827,1.41534187915208,1.9283385920492,4.31104533019915,4.96874285771919,4.04664365190528,5.07810328803379,2.26353847586935,4.68135944878577,5.37841046333453,4.31843657883073,"Kulturalnie_wycofani",3.75133679157715,3.13729072463167,11.2260200281863,1.24733555868737,1.29841339266675,1.45914791702724,0.811278124459133,9,1.41861967027565,89,"None"
19,"single",17,"MA+","soc/beh","no_fl_edu","flexible","high","high","don't_know",3,3,"1car+","apartment","own","tv","no_tablet","rarely","often","often","everyday","rarely","rarely","sometimes","regularly","sometimes","sometimes","rarely",2,2,"hundreds","few","few",31,"high:mng/pro/self","mid/high",3,13,14,3.375,2,3,3.5,3.69891712347798,4.07172557130048,4.82321251627884,4.80191596783279,2.49427099907562,4.9373303424455,4.84517357678426,3.54749890737119,4.43301796917732,4.16802913317346,3.88730597657092,1.87407373801577,4.2534156284286,4.86955406963733,3.68716755066267,5.0705779634277,4.67297157945578,5.48633163603719,3.44529035994931,3.50244419629227,4.91392886020743,4.62525802437147,6.33168857287749,5.36796350249444,"Studenci",4.20836665677331,4.50028756900369,6.26807536209999,1.25361507242,1.34358629290797,1.53049305675748,0.91829583405449,5,1.48683403227481,83,"Main"
20,"single",1,"<=highschool+tech","no_uni_edu","fl_edu","no_job","high","<=med","high",2,3,"no_car","apartment","rent","no_tv","no_tablet","sometimes","rarely","sometimes","everyday","rarely","never","sometimes","regularly","sometimes","regularly","rarely",2,1,"tens","tens","few",20,"no_job","mid/high",1,13,11,2.125,1,3.16666666666667,2.66666666666667,3.03918754140203,2.47660199491398,4.59989641720588,3.52068098617701,2.58372951277231,4.24591368954224,4.05044870723299,5.7112023070251,3.14614468630788,3.72263101912134,3.85755539828457,4.51150089193229,4.54182265657148,4.90162246856885,3.0026272303504,3.54748418099541,4.73005860525906,5.6327381784844,5.99131656735128,3.93972590846098,4.32712612286819,3.79487202377148,2.57203960466013,2.99275950041895,"Kulturalnie_wycofani",4.42358665975152,2.50447075760003,4.93987746863459,1.23496936715865,1.31269655670571,1.45933088592273,0.721928094887362,4,1.44717443333367,67,"None"
21,"single",4,"BA","human/lang","fl_edu","flexible","<=med","high","<=med",1,3,"1car+","apartment","rent","tv","no_tablet","often","rarely","often","everyday","regularly","rarely","regularly","regularly","sometimes","sometimes","regularly",4,2,"tens","tens","few",24,"low:phys/sale/serv/assoc_pro","low",7,13,9,3,1.5,3.5,4,2.75555885797118,4.47182930613161,5.85085353183893,3.95241083510405,4.31432795322977,6.72660840531715,6.0434642412807,5.21654499898008,3.94835269460443,4.39400198644467,4.40703676765766,3.9555120933711,5.06800398547253,4.43752846300278,4.37476023490675,3.9158773684502,5.38292548415812,5.19132008339674,4.2408140439226,4.14796594617132,5.79575067245834,4.83500808800041,3.94422997322462,2.44983965543834,"Wolne_Zawody",1.99037533651623,4.91499305947279,6.44136926265559,0.920195608950799,1.2032447873059,1.42435185978431,0,7,1.44277445398781,79,"None"
22,"single",3,"<=highschool+tech","no_uni_edu","no_fl_edu","flexible","<=med","<=med","<=med",5,3,"no_car","apartment","rent","no_tv","no_tablet","often","rarely","rarely","everyday","rarely","never","sometimes","rarely","sometimes","never","never",1,1,"tens","few","zero",24,"low:phys/sale/serv/assoc_pro","mid/high",1,8,8,2.25,1.5,2.33333333333333,2.83333333333333,3.54269166610901,3.18903296981744,6.70423865112758,1,1.50051710682011,3.19560311553505,6.4067773306129,6.7778487718323,1.85669362049117,3.59250382618819,5.62680334855986,5.00564064112317,1.3593000776368,5.63798523377875,1.52481280937101,1.40765660744391,1.63933380094796,4.52751630975712,2.24973965748395,7,3.03543281764508,1.11579451792412,5.28558338798823,1.75965759411107,"Kulturalnie_wycofani",5.54502380079663,1.27968735353814,5.50299250424784,0.68787406303098,1.07765838519397,1.58322627406798,0,8,1.57353496052963,38,"None"
23,"relationship",5,"MA+","STEM/med","no_fl_edu","job","<=med","<=med","<=med",2,3,"no_car","other","rent","no_tv","tablet","rarely","often","sometimes","everyday","rarely","rarely","sometimes","rarely","sometimes","never","never",1,1,"tens","few","few",31,"high:mng/pro/self","mid/high",2,2,4,1,1,2.33333333333333,3.66666666666667,2.94730718942011,5.28647667324692,4.27838654035547,1.52914746480279,4.13776385630885,2.20910583308551,4.03144591188428,5.09961985049009,2.87086911042988,1.33102548753647,5.07625431882724,4.24284852232728,3.00754955164487,5.88845848859688,4.63276366226482,1.14898159538202,1.99025585879026,4.07538489948587,2.27770216403417,4.43773400337394,3.48948789832978,2.24388303121655,5.88701986317747,4.448195183171,"Kulturalnie_wycofani",4.808976872691,1.97453163858025,1.49669176167996,1.49669176167996,1.49669176167996,1.49669176167996,1.49669176167996,1,1.49669176167996,70,"Main"
24,"single",23,"MA+","soc/beh","fl_edu","job","high","<=med","high",3,5,"1car+","other","own","tv","tablet","rarely","often","often","everyday","rarely","never","sometimes","sometimes","sometimes","sometimes","never",5,1,"hundreds","hundreds","few",24,"high:mng/pro/self","mid/high",4,11,9,4.625,5,5,1.66666666666667,2.51461875564236,3.49451821771379,4.05826314084211,3.21347202208142,2.71633111477247,3.04666505127366,3.83000935380404,1.98181235597451,6.40478637625281,3.50487960739953,4.13500490374658,1.86511142092491,4.23905064687106,4.68780497431595,5.10434195838452,4.60141894094427,6.14564653294921,4.73126995986317,4.73272287174084,1.55818380799218,4.81454606038201,4.12972326751244,4.821855912104,6.41858855184642,"Studenci",5.450074170829,4.66518116363158,2.67598102717213,0.891993675724043,1.23684483607821,1.42435185978431,0,3,1.45656476213095,44,"None"
26,"relationship",4,"MA+","human/lang","no_fl_edu","job","<=med","high","<=med",3,3,"no_car","apartment","family","tv","no_tablet","often","often","often","not_everyday","rarely","never","sometimes","sometimes","rarely","never","regularly",5,1,"hundreds","hundreds","few",26,"high:mng/pro/self","mid/high",4,12,12,2.75,1,3.16666666666667,2.66666666666667,1.88108668479836,5.20059378338046,5.48064889108102,3.89943674287442,4.55240571805435,4.13372368991612,3.60091423139444,5.72033160665794,3.85497216913376,3.23716884184195,5.91999760936871,6.23601417909162,3.86958278245657,5.28011673132733,4.5841311783731,3.37331253459226,3.86568528145607,4.27257192405235,2.66245015928922,4.60089381297338,5.3104082358953,3.57432034954469,6.36533236422426,4.67481733276655,"Wolne_Zawody",2.93111881184366,3.14853870573061,8.1935929668912,0.819359296689119,1.16589390801608,1.57457837585435,0,10,1.52951654820453,122,"Main"
27,"relationship",6,"BA","human/lang","no_fl_edu","job","<=med","<=med","<=med",4,3,"no_car","apartment","family","tv","no_tablet","sometimes","rarely","often","everyday","regularly","never","regularly","sometimes","sometimes","regularly","rarely",2,1,"hundreds","hundreds","few",25,"high:mng/pro/self","mid/high",3,14,12,4,2,3.83333333333333,3,3.93270597166698,6.74791159263758,6.06358402192827,5.64762993360858,3.16364133623346,5.36860403238123,4.4302204597304,3.3342309119958,3.98327553986394,3.91580942010919,5.16547720564941,4.28668821920806,5.26425569874517,5.04086730583574,2.81785695323429,5.67302525763479,4.57677398395425,4.2090660823162,5.59199226839914,3.14658733941008,5.39577111339844,4.43478657071762,6.36533236422426,4.67481733276655,"Wolne_Zawody",3.28019032325882,5.11300226962985,7.95072222123429,1.32512037020571,1.36764876231212,1.48547529722733,1,6,1.4674579648483,75,"None"
28,"single",23,"BA","law/biz/menag","no_fl_edu","flexible","high","high","high",1,5,"no_car","apartment","own","tv","no_tablet","sometimes","rarely","often","everyday","regularly","regularly","regularly","regularly","regularly","regularly","regularly",2,1,"hundreds","tens","few",23,"high:mng/pro/self","low",4,13,15,4,3,5,3.33333333333333,3.53710951568919,6.26500347541622,5.70735980991582,5.75128580186952,2.7506822271888,5.19526027922931,4.84943881103249,2.15479696044376,3.54106865014545,3.92277195655164,4.77453416276855,2.50218365736433,6.12505031343543,5.81923834499241,3.25383049439598,7,5.38471503516915,6.56854903481852,6.8009663105323,4.18987723075793,5.07014989036828,6.59664537992211,5.07024279229937,4.3334724684231,"Wolne_Zawody",2.80893765951412,4.77519244061794,13.8530984784077,0.729110446231985,1.03640598184178,1.5,0,19,1.45819302913316,131,"Main"
29,"relationship",1,"BA","soc/beh","fl_edu","no_job","<=med","high","<=med",1,3,"no_car","apartment","family","no_tv","no_tablet","rarely","often","rarely","everyday","rarely","rarely","sometimes","rarely","rarely","rarely","never",4,3,"tens","tens","few",24,"no_job","low",0,5,9,4,3,3.66666666666667,2.5,3.79267296949783,4.75682062286543,5.28035527699963,4.68888291085083,2.49832349309831,4.96272276236055,4.5130611582358,3.09734237986483,4.94352221092313,4.74577524085913,3.29768918816134,2.50724246706305,4.11990164973343,4.68614759355649,4.16369511873965,4.3903118760901,4.07990390845264,4.77432595905522,2.30874122372332,2.65305317094877,4.9048344367939,2.64036849788883,2.43776436720971,3.34236521716317,"Studenci",5.26735966565931,5.29108792216066,11.8554077612562,0.911954443173556,1.1747217700162,1.5,0,13,1.51818545922316,105,"None"
30,"relationship",8,"MA+","soc/beh","no_fl_edu","job","high","high","high",5,4,"1car+","apartment","own","tv","no_tablet","sometimes","sometimes","rarely","everyday","regularly","regularly","sometimes","sometimes","sometimes","rarely","rarely",2,1,"hundreds","hundreds","few",27,"high:mng/pro/self","mid/high",2,16,13,4.5,4,3.66666666666667,2.16666666666667,5.86736354472971,2.70728726348257,5.20348006712418,4.37940925259096,2.79633287120987,6.0608079224377,5.66916808773165,5.33155814011572,3.55635812322674,4.69639908356111,2.8162792487252,4.63996600261131,2.68491080238969,5.78802609790012,2.7037766643309,3.58760899513635,5.39981580493638,4.98286259458702,4.47448214379872,4.74709527657765,3.70142483779472,5.54956342743278,6.83360705418776,6.26089333088435,"Kulturalnie_wycofani",4.24706426743778,3.33832379088239,4.7829224276564,0.797153737942733,1.20944626183667,1.55665670746282,0,6,1.49536738419255,80,"Main"
31,"single",14,"MA+","soc/beh","fl_edu","flexible","high","high","<=med",3,3,"no_car","apartment","rent","no_tv","no_tablet","often","rarely","rarely","not_everyday","rarely","never","regularly","sometimes","sometimes","never","rarely",1,1,"tens","few","zero",31,"high:mng/pro/self","mid/high",0,8,16,4.125,3.5,4,1.83333333333333,2.75685793332047,4.37901829180704,6.4209601697771,3.38051543769179,4.39193259522789,4.96142237844981,6.08903356749682,6.14047550032899,6.3793036906983,4.79836689447779,4.60158645355714,4.93519766433472,4,3.27582810855789,4.21305076171258,4.11292938085584,4.12517082137074,4.66791194644039,4.62611847718978,4.32760908320386,4.64324502600605,2.66787928567424,5.46771730081019,2.37301956040186,"Wolne_Zawody",3.64943790924222,4.84689138386366,0.721928094887362,0.240642698295787,0.381079884366691,0.721928094887362,0,3,0.721928094887362,4,"None"
33,"single",25,"MA+","STEM/med","no_fl_edu","job","high","high","<=med",2,4,"no_car","apartment","rent","no_tv","no_tablet","sometimes","often","often","everyday","regularly","never","regularly","sometimes","rarely","sometimes","rarely",5,5,"thousands","hundreds","tens+",25,"high:mng/pro/self","low",1,9,6,4.75,4.5,3.16666666666667,1.5,3.4945008966478,2.64008321730993,5.74350457550961,1.44632137680927,4.97040841358257,4.85806957431069,4.21951594254746,5.15623130501254,3.76080344693593,3.90438061331964,3.94435164265981,3.11127124188566,4.86202462139325,3.29721092905163,3.89341347294239,2.66363536861599,3.70897223963492,4.12000873689672,3.66571185783547,5.17666556209663,6.41220900588944,5.6896398746304,5.64708511744594,2.98468196184695,"Wolne_Zawody",3.59727527738209,3.84860911460049,3.74222892448486,0.748445784896972,1.11849783148386,1.42435185978431,0,5,1.44384272112335,54,"None"
