"id","marital","timeWwa","edu","eduprog","edutime","worktime","fatheredu","motheredu","grandedu","income","lifestd","cars","hometype","homestatus","tv","tablet","moviefreq","bookfreq","pressfreq","musicfreq","theater","opera","cinema","art","livemusic","club","sportshow","sportint","football","bookquant","cdquant","artquant","age","ISCObroad","incomeclass","civic","resmob","soccont","attgen","attgiven","attdiscovered","attnoatt","tvinfo","tvlowbrow","tvhighbrow","tvpop","tvcons","moviesepic","movieshigh","movieslight","bookshigh","bookslow","booksknow","booksfant","pressgen","pressknow","presscons","presslib","pressspec","musichigh","musicmodern","musicrock","musicafro","cultcap","lifestab","wealth","cluster","can1","can2","ent_total","ent_avg","ent_wgh","ent_max","ent_min","places","fullent","connections","netcomm"
63,"relationship",8,"BA","law/biz/menag","no_fl_edu","job","high","high","high",4,3,"1car+","apartment","own","tv","no_tablet","sometimes","rarely","often","everyday","rarely","never","sometimes","sometimes","rarely","sometimes","regularly",5,2,"tens","few","few",26,"high:mng/pro/self","mid/high",1,12,4,3,2,3.33333333333333,3.66666666666667,4.85832804940849,6.73197364935271,5.96331289637951,4.53379429028642,3.62726370384615,3.14269503110775,4.97801614410809,6.0026576441412,3.55082066250514,5.05854524009096,5.86172866168448,4.68513317057608,5.55146702121763,6.2320359057,3.41864136999133,3.91088928659778,6.08107614440635,3.17666444371858,5.83226624926855,3.09330256936063,4.39836607407424,3.54342609521249,6.59736417269836,6.58137578886575,"Studenci",4.40842346043774,5.54181626735568,6.58823194874922,1.09803865812487,1.31023546841748,1.57457837585435,0,6,1.54402409648195,65,"None"
64,"relationship",25,"BA","law/biz/menag","fl_edu","no_job","high","high","<=med",4,2,"1car+","apartment","own","tv","tablet","often","often","rarely","everyday","regularly","regularly","sometimes","sometimes","sometimes","sometimes","regularly",4,1,"tens","tens","tens+",25,"no_job","mid/high",0,8,11,2.5,3.5,4.16666666666667,3.83333333333333,1.90644917579552,4.1867549706426,2.74280958123888,4.64381340491177,3.30707908549417,2.67730912494955,7,4.48823687074004,4.60838297858578,4.91774243844962,2.16737308793648,4.31122420091701,1,2.44644465931969,1.52481280937101,1.40765660744391,1.63933380094796,5.57079835733634,5.98597548614259,5.25678002654011,6.13263373070123,5.41181476339478,2.8521723561208,6.88489881064288,"Kulturalnie_wycofani",5.39507120149921,2.4926537056217,NA,NA,NA,NA,NA,0,NA,0,"None"
66,"single",13,"<=highschool+tech","no_uni_edu","fl_edu","no_job","<=med","high","don't_know",0,4,"no_car","apartment","own","tv","no_tablet","often","sometimes","rarely","everyday","rarely","never","sometimes","sometimes","sometimes","rarely","regularly",4,1,"tens","tens","few",18,"no_job","low",0,2,3,2.5,2,3.16666666666667,3.33333333333333,5.19453248953419,4.84989487703412,6.12996893901445,5.33799724439548,2.98169719289439,4.76070410661984,5.372672557106,5.71122604638352,5.602213186859,3.96278498124057,3.42132220873599,5.6310270324783,4.44253601870044,4.24105057495029,4.3225365812552,4.34852765334222,4.87437875470074,4.11017089963874,2.55364472871972,4.3327658116293,5.48700470517464,3.24795041960346,1.45918519329785,4.24465824322358,"Studenci",4.87848081511619,4.96341794664949,9.09345073352785,1.01038341483643,1.29977436803424,1.58322627406798,0,9,1.54025134516793,92,"None"
67,"single",8,"MA+","law/biz/menag","no_fl_edu","no_job","high","high","<=med",2,4,"1car+","apartment","rent","tv","tablet","often","often","often","everyday","rarely","rarely","regularly","regularly","sometimes","sometimes","rarely",2,3,"hundreds","hundreds","tens+",27,"no_job","mid/high",0,13,15,2.875,1.5,4.16666666666667,3.16666666666667,5.54357168863588,5.62683748563286,5.23788018132393,4.81852758518147,3.60189221546569,3.90685604509776,4.85652616759532,4.69698173626978,5.40393588566231,3.73117613304104,4.39297846435828,3.77901311713,4.30895728034055,3.50920430666639,1.5580255172374,4.50134196174858,5.33607562612208,3.06391011464333,4.53925328151417,3.264165443431,2.27651213567294,5.89683253581633,3.6689441306472,6.22808264953136,"Studenci",5.15227128712657,5.02765715714542,2.70084311725793,0.675210779314482,0.787831741016121,1.45914791702724,0,4,1.05298157513027,14,"None"
68,"relationship",10,"<=highschool+tech","soc/beh","fl_edu","flexible","high","high","high",3,4,"1car+","apartment","rent","tv","tablet","sometimes","sometimes","often","not_everyday","regularly","never","regularly","rarely","rarely","never","never",3,2,"hundreds","hundreds","few",24,"high:mng/pro/self","mid/high",1,14,10,3.125,4,2.83333333333333,2.5,4.60397501344627,4.40219657272171,6.14145698913715,4.38437130860779,4.18921137905138,4.92028023491545,5.17760608955205,4.31391571240146,2.70204853769034,4.27279167579877,5.07352842864712,2.4366673704036,4.0848943692414,3.72900547671908,4.19096445624076,4.68439654326988,5.73145572462268,4.6135568762586,2.69681481728314,2.46203680969996,5.68109487848748,3.96382016694776,5.38016637759131,5.06663596143964,"Studenci",4.36838194726939,5.42002026758008,5.65445972480946,0.628273302756606,1.05013089466083,1.58496250072116,0,9,1.57071137844087,40,"None"
69,"single",10,"MA+","STEM/med","no_fl_edu","no_job","high","high","<=med",1,4,"1car+","apartment","own","tv","tablet","often","often","often","everyday","regularly","rarely","regularly","rarely","rarely","rarely","rarely",3,4,"tens","few","few",24,"no_job","low",1,16,11,3.5,3,3.33333333333333,2.83333333333333,6.00929036396604,4.48028671144307,5.63958901017066,5.29690448702501,3.3960036804934,4.28724332337317,5.70464813352864,1.22475597919917,3.78870103559506,6.14746088957645,5.11352243707513,1.99867333983014,4.81168219878116,2.32315860358436,4.32742466249899,6.21625146680108,5.88856431579756,4.32977220102516,4.50168227810293,3.19425519781267,5.836671617155,4.14431067818625,2.76586457293567,6.28314892571664,"Studenci",5.71765392348589,7,8.21678320660049,1.1738261723715,1.33935033885767,1.58496250072116,0,7,1.44346751658723,102,"Main"
70,"single",2,"<=highschool+tech","soc/beh","fl_edu","job","<=med","<=med","high",1,3,"no_car","apartment","rent","no_tv","no_tablet","rarely","often","rarely","everyday","regularly","never","sometimes","sometimes","sometimes","sometimes","rarely",1,1,"tens","tens","few",24,"high:mng/pro/self","low",3,11,14,3.875,1.5,4.33333333333333,2.83333333333333,3.55430501326104,4.20896339907328,4.44360807492303,4.24916356478887,2.98595746404726,3.87097798842695,3.68538771472528,2.17210203801073,4.80667758173636,4.68971782794671,4.53655403397001,2.47584907878868,4.51510301156909,2.79511160228729,4.21305076171258,4.11292938085584,4.12517082137074,4.62825534799001,4.70463648343082,3.73442550894345,4.00935794023924,3.64155169516204,4.88832330675597,2.58587237012931,"Studenci",4.83817021915171,4.48877760526471,7.07366156539766,1.41473231307953,1.43537694779062,1.49669176167996,1.32217934551667,5,1.51028004706458,107,"Main"
71,"relationship",6,"BA","STEM/med","fl_edu","flexible","high","high","<=med",6,4,"1car+","other","rent","no_tv","no_tablet","sometimes","often","rarely","not_everyday","rarely","rarely","sometimes","rarely","rarely","rarely","never",2,3,"hundreds","hundreds","few",25,"high:mng/pro/self","mid/high",3,5,16,1.125,1.5,3.16666666666667,3,1.518246628073,5.1926560146973,4.97338558214216,2.60111749561857,3.79625670308272,4.71318099722436,3.89817398351175,1.95686884467085,4.27576207085633,4.12970604062146,3.43051224151782,3.51727127797382,4.25954369125222,5.00688477039009,5.07137683650368,4.46961225454647,3.27394049469766,4.24014679392145,1.4320532592268,3.22762968783394,3.74163586016363,3.28654623318091,5.11741993482121,3.66113518426618,"Kulturalnie_wycofani",4.53413650450476,4.53862702382453,0,0,0,0,0,1,0,0,"None"
72,"relationship",26,"MA+","soc/beh","no_fl_edu","job","high","high","high",2,4,"1car+","apartment","own","no_tv","no_tablet","sometimes","often","sometimes","not_everyday","regularly","rarely","sometimes","rarely","sometimes","sometimes","rarely",3,3,"hundreds","few","few",26,"high:mng/pro/self","mid/high",3,12,13,4.75,4,4.5,2,2.1054755930209,5.17725089888763,5.73325378590329,2.84981034854442,4.83360742333891,6.20784131623231,4.536963991029,4.14311618232546,5.81090792950006,5.49638281652816,5.20364486578812,4.36832206725123,4.44409501149676,3.98588222582197,4.66351019653933,2.49558908905779,3.9536898544033,5.65226489423986,3.79118081417612,5.28927181309735,3.03497670133501,4.32785196000796,7,5.37380543776398,"Wolne_Zawody",2.95506920320306,4.70473993325114,9.22685106570375,0.838804642336704,1.08371922669899,1.49491884823395,0,11,1.45862269798699,81,"None"
73,"single",6,"MA+","STEM/med","no_fl_edu","flexible","<=med","high","don't_know",4,4,"1car+","apartment","own","tv","no_tablet","sometimes","sometimes","sometimes","everyday","regularly","rarely","regularly","sometimes","sometimes","regularly","regularly",5,1,"hundreds","few","few",25,"high:mng/pro/self","mid/high",4,16,7,3.375,1,2.83333333333333,3.66666666666667,3.35524996869862,2.56248209838712,4.92526710108775,4.40374324615031,2.38963417531519,3.68926596012289,5.2626477877641,3.44593406935994,3.58726718121347,4.47383097275579,5.09410650669703,2.21199517701096,3.56626707557198,4.27455068738443,2.11476022312811,4.93905584377553,5.03902917995882,3.61860452388523,3.41257152910868,3.23465771212357,4.96023562657677,4.89118156627628,6.1388275992266,5.37870138697687,"Studenci",5.18631975254524,4.16767775885775,10.871840069113,0.988349097192095,1.21546568657475,1.58322627406798,0,11,1.54743629872827,69,"None"
74,"single",20,"<=highschool+tech","soc/beh","fl_edu","flexible","high","high","<=med",0,4,"no_car","other","own","tv","no_tablet","sometimes","sometimes","often","everyday","regularly","rarely","sometimes","sometimes","sometimes","rarely","regularly",4,3,"hundreds","hundreds","few",21,"low:phys/sale/serv/assoc_pro","low",2,12,9,4.625,4,4.16666666666667,2.33333333333333,5.80834535730321,5.45974190014808,5.35388360881253,5.86731648207336,2.92266521351229,5.71465575381491,5.92827663914935,3.87244256020474,5.98055389536538,5.0174395339989,4.00907793657956,4.59469988757935,3.8434446679284,3.9070367474289,2.56624982058219,5.06257499758559,4.2595178440755,4.67297106336722,2.63495641582421,3.56977041378958,3.63770022447062,5.40362425001367,3.37010429446732,2.82144920406584,"Studenci",3.92437817890176,5.51640258229191,4.48968458201236,1.49656152733745,1.49694145014468,1.57457837585435,1.4495701653254,3,1.52619105909926,73,"None"
75,"relationship",22,"MA+","STEM/med","no_fl_edu","flexible","high","high","high",1,4,"no_car","apartment","own","tv","no_tablet","often","often","often","everyday","rarely","rarely","sometimes","rarely","rarely","sometimes","regularly",5,1,"thousands","hundreds","tens+",26,"high:mng/pro/self","low",7,11,15,4.375,2,3.83333333333333,2.5,4.37640592490096,3.50987191098832,6.77511273127253,3.43372015449811,2.29813981576747,6.43236607927901,5.39005875844696,4.91307487551308,5.79820211560713,3.53095820204865,5.80633923502011,2.74054627274485,5.24759364491437,6.03038836733223,1.78427436273324,4.86510724068844,3.81549029328308,4.87793194555777,3.47593165537785,3.24748396620788,3.31728306217802,5.23414069902799,5.33237532824782,4.26139716938843,"Wolne_Zawody",3.16058406215921,4.24346351646473,8.78252782430404,0.975836424922672,1.16110564086105,1.55665670746282,0,9,1.48242543982516,114,"Main"
76,"single",5,"<=highschool+tech","STEM/med","fl_edu","job","high","high","<=med",1,4,"no_car","apartment","own","tv","no_tablet","rarely","often","rarely","not_everyday","rarely","never","regularly","sometimes","rarely","never","never",1,1,"tens","few","few",24,"high:mng/pro/self","low",2,0,3,3.5,5,2,1.66666666666667,2.64515754940662,1.52742253614589,4.62675835561307,3.93309542335244,1.67057591053941,4.92221855581879,2.3781237345069,3.22700437927042,1.59157339342962,1.91859094271964,3.66868004548974,4.7231601731569,1.2395333850912,4.57413837562573,2.50879976389962,2.6585301136279,4.7092667032402,1.70926062234893,1.87041964367728,4.86026193414235,5.24450866340791,2.64476248787434,4.44516976899735,4.29091674161454,"Kulturalnie_wycofani",6.06209584631763,1.85371049894583,3.9152291028944,1.30507636763147,1.38828763307924,1.48547529722733,1,3,1.4282696871724,40,"None"
77,"relationship",5,"BA","human/lang","fl_edu","flexible","<=med","<=med","<=med",1,4,"no_car","apartment","family","no_tv","no_tablet","often","sometimes","often","everyday","regularly","rarely","regularly","sometimes","sometimes","sometimes","rarely",4,2,"hundreds","tens","few",24,"low:phys/sale/serv/assoc_pro","low",6,8,8,3.25,1.5,3.66666666666667,4,3.81851325721729,5.93113795020932,6.44483147251706,5.35252440897234,4.33343699137393,3.43772125307678,4.36044692216686,2.14282869556755,5.38162030508462,4.28883365631174,5.5162270198219,2.70936122710276,5.15445797665089,4.98726319529945,1.1294738494491,5.51253579490235,4.29176631893791,4.34078056014292,4.31782566277601,4.31479175991777,4.95849279331476,4.72629058120773,3.98844230254239,1.37137761808348,"Wolne_Zawody",3.52070860234351,5.01322815274691,9.20347182377825,0.836679256707113,1.02122528971763,1.42975380566706,0,11,1.36163663150556,81,"None"
78,"single",21,"<=highschool+tech","soc/beh","fl_edu","no_job","<=med","high","don't_know",0,3,"no_car","apartment","family","tv","tablet","often","sometimes","sometimes","not_everyday","rarely","rarely","regularly","rarely","sometimes","regularly","rarely",2,2,"hundreds","tens","few",21,"no_job","low",2,0,14,4.75,5,4.5,1.33333333333333,5.56298010568653,4.24400996233424,5.31654895719741,3.92946516790623,2.53638367986217,3.16120155032077,6.32562306275604,1.84776884561025,4.83573520444266,4.07228644500333,4.38670214027045,2.60383647399287,4.31774132227517,2.83366729310275,1.46469784083194,1.05015898321284,3.61066740744947,2.4631186142777,4.4849289362443,3.551818088511,5.70175122940991,3.91163230553006,1.75007113593677,4.64807732141779,"Studenci",6.55161172093329,5.37708515645788,NA,NA,NA,NA,NA,0,NA,0,"None"
79,"single",5,"BA","law/biz/menag","no_fl_edu","job","high","high","<=med",6,4,"1car+","apartment","own","tv","tablet","sometimes","rarely","sometimes","everyday","regularly","rarely","sometimes","rarely","regularly","regularly","rarely",4,4,"thousands","hundreds","few",24,"high:mng/pro/self","mid/high",5,14,10,4.875,4,4.33333333333333,3,5.74064425862823,3.74626139327345,4.28437387894465,5.46599523069559,4.20991369759069,5.33469535077616,5.0903178652226,3.67068559290574,4.7259646185506,4.19616718589715,4.99212353926983,6.09256223353302,4.78730253944537,3.22220902722577,3.62440034117762,4.53805258599675,5.42875725849976,4.59334216731762,6.03749421324405,4.22248939314939,5.49409929327559,5.2293413659048,6.07606388723766,7,"Wolne_Zawody",3.76728026642904,4.47189925265045,11.2242999389762,1.24714443766402,1.36442463034762,1.53049305675748,0,9,1.50566656503526,119,"Main"
80,"relationship",28,"MA+","soc/beh","no_fl_edu","job","high","high","high",2,3,"1car+","apartment","own","tv","no_tablet","sometimes","often","sometimes","not_everyday","regularly","rarely","regularly","sometimes","sometimes","sometimes","rarely",4,4,"hundreds","hundreds","few",27,"high:mng/pro/self","mid/high",3,11,12,4.125,2,4,2.66666666666667,2.04870780953718,5.62448841109663,5.97770631004745,5.10616043006458,2.50816892078939,6.05304188498113,3.80080908776504,2.72880334115087,5.50086765265825,3.56303682100199,4.79166726516862,2.3815155323879,4.19763134921309,5.5626040090531,2.31826089881395,5.43636949911731,4.0342997422572,5.89546510075852,1.61580081142196,3.04189726124544,4.774945860408,5.56172972847783,6.83360705418776,6.26089333088435,"Wolne_Zawody",2.9417833549881,4.73986846455883,9.2145292567827,0.767877438065225,0.933127990698086,1.55665670746282,0,12,1.47058004933615,54,"None"
81,"relationship",3,"<=highschool+tech","soc/beh","fl_edu","job","<=med","<=med","<=med",2,4,"no_car","apartment","rent","tv","no_tablet","sometimes","rarely","rarely","everyday","regularly","never","regularly","sometimes","rarely","rarely","rarely",2,4,"hundreds","hundreds","zero",23,"high:mng/pro/self","mid/high",0,8,5,4.5,3,3.83333333333333,1.66666666666667,4.50334679878425,3.25146799113815,6.34106045168509,4.70490976512093,2.1781156673668,6.1766809200326,5.67657849334743,2.60062841959557,5.05001823130377,3.57256976294481,5.0046910111347,2.35067865645368,4.42682993430764,6.00716645940451,1.92149666786722,4.49075848008032,5.36989481430392,4.8367633180229,3.86236498906862,2.86385922500609,2.13354892170208,3.36430047928367,5.80324283630822,4.15303728191216,"Studenci",4.74819290050432,4.83635974974484,20.7098369822342,1.2182257048373,1.3843960306218,1.58322627406798,0,17,1.54276900401942,153,"Main"
82,"relationship",4,"<=highschool+tech","soc/beh","fl_edu","flexible","high","high","don't_know",2,3,"no_car","apartment","rent","no_tv","no_tablet","sometimes","sometimes","rarely","not_everyday","regularly","never","sometimes","rarely","sometimes","sometimes","rarely",3,3,"tens","tens","few",23,"high:mng/pro/self","mid/high",6,7,9,2.875,1,3.33333333333333,3.16666666666667,3.11865682657293,4.09902002869071,6.73603499288536,3.95241083510405,4.31432795322977,4.28607549987371,4.68653861682213,5.45472520113199,4.28435489481467,3.60812932937039,4.46810655672286,3.57892672307502,4.0598833462728,3.8077515376344,4.21305076171258,4.11292938085584,4.12517082137074,5.91140787218336,2.35200848090906,3.88720161487787,5.86468144072205,3.33696627961057,5.68646792892014,2.61068883486616,"Wolne_Zawody",2.88981860245873,4.16796252298316,12.0578386844035,0.709284628494324,1.03559972175496,1.57662122010749,0,17,1.50470006280874,88,"None"
83,"relationship",6,"MA+","law/biz/menag","fl_edu","no_job","high","high","high",1,4,"no_car","other","rent","tv","no_tablet","often","often","often","everyday","rarely","never","sometimes","sometimes","rarely","rarely","never",1,1,"tens","few","zero",25,"no_job","low",0,0,6,3.5,3,3.83333333333333,4.16666666666667,2.07264274547228,6.99866056968881,6.22933389764962,5.53010711469264,3.02361400212786,4.9136298595906,4.91448698452662,5.14070281459637,3.28166000172972,4.16723078096968,4.8607592855016,5.74761746468365,3.81289931318998,6.72646193101551,4.16711058825316,4.07406672808448,5.44804656982158,4.60257401880126,1.06172950704752,1.58239885585059,4.14366763636701,3.09533179153559,1.67459066039612,4.1935559561722,"Studenci",4.22817297947466,5.40334122079057,4.26689561080252,1.42229853693417,1.43485323444926,1.49669176167996,1.34585198933826,3,1.45495121893999,103,"Main"
84,"relationship",6,"<=highschool+tech","soc/beh","fl_edu","no_job","high","high","high",0,5,"no_car","apartment","own","tv","no_tablet","sometimes","often","often","everyday","rarely","rarely","sometimes","rarely","sometimes","rarely","rarely",4,2,"hundreds","few","few",22,"no_job","low",1,9,9,4.125,3,3.66666666666667,2.33333333333333,4.89202508526858,4.42277311550375,6.18789290671784,5.6198766789815,3.54875276837887,3.98672196437534,4.38289963188594,3.465391815252,3.12193015760923,4.47866239937444,4.62315233082317,2.76218421938449,5.01963561274078,4.74487460087502,4.66109145401944,5.37665028862489,6.20481630598676,5.40594806219506,4.64582128006659,3.31692308673248,5.5987867264711,4.19240860866103,2.36576199587223,4.5531493750102,"Studenci",4.88019800260251,5.16252879797463,10.4959877362104,1.49942681945863,1.49939169589639,1.58496250072116,1.37878349348618,7,1.52766912055783,110,"None"
85,"single",7,"BA","human/lang","fl_edu","no_job","high","high","don't_know",0,2,"no_car","apartment","rent","no_tv","tablet","often","often","often","everyday","rarely","never","regularly","regularly","rarely","never","never",1,1,"tens","few","zero",25,"no_job","low",2,2,9,2.5,1,2.83333333333333,3.16666666666667,3.23314879232977,3.9644619150736,4.36984993658868,3.87965320450051,2.13675885487196,5.21227927923894,2.88348662661529,4.45627836471548,3.3793113879195,3.66077586505582,5.05936349641546,1.97638734293079,5.09278826191532,6.21028225751763,2.31363969293869,4.6497700436148,4.27009021527744,4.08622235703008,6.18643574613395,2.38526060450624,3.54802765787094,3.13801432994983,1.8835112108647,2.92765311360504,"Kulturalnie_wycofani",4.82461155786263,3.5887242770241,6.85934393739516,1.37186878747903,1.36069607138045,1.49491884823395,1.29947057079725,5,1.43552050428267,80,"None"
86,"single",19,"<=highschool+tech","no_uni_edu","fl_edu","no_job","<=med","high","don't_know",0,3,"no_car","apartment","rent","tv","no_tablet","sometimes","sometimes","often","everyday","rarely","rarely","sometimes","rarely","rarely","never","never",1,2,"tens","hundreds","few",19,"no_job","low",3,3,3,4.75,4,3.66666666666667,1.66666666666667,4.36067937668168,4.98890678086929,5.37925183616957,4.94448797914206,3.9157350867853,5.9443728115131,4.8500333001633,2.58990543833736,6.24721270176623,4.09137038328689,4.45073796927292,4.55209547602345,4.45919965594349,5.66048859384281,3.83218485812345,4.86464505609585,5.644595682788,4.3970436323644,2.81454019721552,5.67139018364178,2.73133223743566,2.83575879701,1.54308481159334,3.43743964934115,"Wolne_Zawody",4.11699121647886,4.81487896564301,5.59482860479842,0.93247143413307,1.15763574155619,1.48547529722733,0,6,1.45656476213095,44,"None"
87,"relationship",15,"<=highschool+tech","soc/beh","fl_edu","no_job","<=med","high","high",1,3,"1car+","apartment","own","tv","tablet","rarely","sometimes","sometimes","everyday","rarely","rarely","sometimes","rarely","rarely","sometimes","never",1,1,"tens","tens","zero",23,"no_job","low",2,10,12,4.75,2,3.66666666666667,3.16666666666667,4.13965408846461,3.74955777606612,6.37310543045899,4.22758671426139,2.2761980042183,5.8846394394085,5.07316763615926,4.5840576168753,4.79899304429742,4.98604825517849,2.45806557924052,2.79914854967077,4.51275441942637,4.82371893236192,4.21305076171258,4.11292938085584,4.12517082137074,4.47339481295051,5.07624800731841,4.30601204317498,5.17999675926188,2.90147212147507,2.22585339035565,6.1220086084633,"Studenci",5.36994486627079,4.92020133595097,2.97415960650041,1.48707980325021,1.50278734299191,1.57457837585435,1.39958123064606,2,1.55602203341919,44,"None"
88,"single",4,"<=highschool+tech","human/lang","fl_edu","no_job","<=med","<=med","don't_know",1,3,"no_car","apartment","rent","no_tv","no_tablet","often","often","rarely","everyday","regularly","never","regularly","sometimes","rarely","rarely","rarely",2,1,"tens","few","few",22,"no_job","low",1,2,12,3.375,1.5,4,3,1,2.70138720969726,3.4523986005354,1.74065568245332,3.00651296788792,4.15758178722279,3.67911096417517,1.57415939395722,5.17240889056828,2.85849836640406,4.59710557030664,3.02451968748086,2.26488331123046,4.83798452328443,1.30815717025232,1.23583911617201,4.97051206036196,4.01631763224494,4.22306037328838,2.76740417037273,2.15143214778777,2.9844578996932,2.18606086821545,2.2713596280065,"Kulturalnie_wycofani",5.34031255123732,2.56258296478161,9.81091087912526,0.613181929945329,1.04256869888613,1.58322627406798,0,16,1.54571865415543,82,"None"
89,"relationship",25,"<=highschool+tech","soc/beh","fl_edu","flexible","<=med","high","<=med",0,4,"no_car","other","family","tv","no_tablet","sometimes","often","rarely","everyday","regularly","rarely","sometimes","sometimes","sometimes","rarely","rarely",3,3,"hundreds","hundreds","few",24,"no_job","low",1,4,3,3.375,1,3.33333333333333,3.66666666666667,1.42862939212758,4.47074348621129,5.85517216076122,1.03676321012804,2.82803295185196,6.70867707828125,4.54582329202723,3.75396069982226,5.94158331309461,2.32862155465583,5.74020971296795,6.22438498069186,2.56688414183931,4.70855330176814,1.52481280937101,1.40765660744391,1.63933380094796,6.0153209144486,5.401781857659,6.6031966686834,6.49339629136194,4.63222063712747,2.67871666784687,3.68628884462939,"Kulturalnie_wycofani",2.92315375523026,1.93452534560589,1,0.5,0.449489742783178,1,0,2,0.811278124459133,3,"None"
90,"single",31,"<=highschool+tech","soc/beh","fl_edu","flexible","<=med","high","<=med",1,3,"no_car","apartment","rent","no_tv","no_tablet","sometimes","often","sometimes","everyday","regularly","rarely","regularly","sometimes","rarely","sometimes","rarely",5,3,"tens","tens","few",31,"high:mng/pro/self","low",6,11,13,3.625,2,3.5,3.16666666666667,2.70694473618932,3.54613639546425,6.30064135016485,4.83241857360314,2.87356686876925,4.78009291124045,5.62525205452101,3.42343469347795,5.28476800643319,4.31343701328938,6.27568003124273,4.81370888685239,3.40484134913599,6.02119788785904,2.3788713172464,3.69948397002277,5.4263248108424,6.17596494817119,3.34301373707278,2.59810191898591,3.96453933387517,4.45196057554206,4.60515545355564,1.93061181620369,"Wolne_Zawody",2.70806441898445,4.16898360144863,2.9827763846719,0.994258794890633,1.15864253520878,1.4495701653254,0.721928094887362,3,1.52623490994952,38,"None"
91,"single",22,"<=highschool+tech","soc/beh","fl_edu","no_job","high","high","<=med",1,5,"1car+","apartment","family","tv","tablet","often","often","rarely","everyday","rarely","rarely","sometimes","rarely","rarely","never","rarely",3,1,"hundreds","hundreds","tens+",22,"no_job","low",2,14,8,4.125,1.5,3.33333333333333,2,3.25863811496355,4.82534659638474,5.64270293754703,4.82448228695189,3.7095445015035,4.59014644217358,3.57843107937944,5.69595811373923,6.1664583086311,3.28068436641265,4.41351097586554,5.28848802186803,4.28426162461803,3.82223969231286,5.89379331549589,2.19626477109205,1.46393801525462,2.6941378991956,4.08060137295858,4.27239881655608,3.20810106882028,4.05059595570338,1.91271218777094,5.56064306927235,"Kulturalnie_wycofani",5.88310373891478,3.72568464274769,6.94340226598601,0.991914609426573,1.30541556898833,1.58322627406798,0,7,1.51597654723174,84,"None"
93,"relationship",19,"<=highschool+tech","soc/beh","fl_edu","no_job","high","<=med","high",0,4,"no_car","other","family","tv","no_tablet","sometimes","often","often","everyday","rarely","never","sometimes","rarely","regularly","never","never",1,1,"hundreds","tens","tens+",24,"no_job","low",1,4,10,4.375,5,3.83333333333333,1.83333333333333,2.5767879004552,4.07896947032394,3.99176997410144,3.91641641462856,3.46427469990381,5.07883727729885,2.55221395438343,3.22815391213595,5.03821252141169,2.09800476180626,3.55498241993052,3.96094752398026,3.69550507384264,5.17135713074611,3.71916292818981,5.33743381092201,3.88652298185947,4.56707633642729,5.01568821362322,3.5480827438276,2.22896966507614,3.81256475362552,1.73254334911527,4.35659582734658,"Kulturalnie_wycofani",4.70993376241832,2.62944530055139,9.49243022919254,1.05471446991028,1.31559466429301,1.53049305675748,0,9,1.47955571475131,108,"Main"
95,"single",6,"MA+","human/lang","no_fl_edu","job","<=med","<=med","high",2,3,"no_car","apartment","own","tv","no_tablet","rarely","often","rarely","not_everyday","rarely","never","sometimes","rarely","rarely","never","never",1,1,"hundreds","few","few",30,"high:mng/pro/self","mid/high",4,15,3,5,5,4,1.66666666666667,3.28625370450088,5.73124804820596,4.86387652904071,4.38201577285749,3.49034419038798,1,4.39571625576512,4.07416749374799,2.49654426419279,5.35773672471339,3.39929859457463,5.17790199954709,3.85720494378458,2.9424011968964,4.66479099394927,4.07101767703973,4.72963810292522,3.19701613394366,1.7483869351389,3.31925762317857,2.55230201762649,1.68251495368635,6.24097231058908,4.76084432302891,"Studenci",5.47689338850237,5.0187555410999,6.16403152271056,1.54100788067764,1.53844165239418,1.58322627406798,1.4495701653254,4,1.55378208658336,80,"None"
98,"relationship",23,"BA","soc/beh","fl_edu","flexible","high","high","high",3,4,"1car+","apartment","own","tv","tablet","rarely","often","often","everyday","regularly","regularly","regularly","regularly","rarely","rarely","regularly",3,1,"hundreds","hundreds","tens+",23,"high:mng/pro/self","mid/high",3,13,12,4.625,3,4.66666666666667,3,2.22331083997195,4.29017609469161,5.52986699815998,4.44368481160681,2.6176001593096,4.71503944642813,2.44932109501756,4.11695305893005,6.71585358318501,2.76917715676899,3.87345790365974,4.94337325370106,3.84940636360277,5.89877768651192,3.10003406515629,6.14090910505258,5.48841469941716,5.56280321907101,3.09800931119813,4.76313564915113,2.73669024004217,6.66268958587372,5.29626675929582,5.87385455532207,"Wolne_Zawody",3.19637543151819,2.72829020785099,NA,NA,NA,NA,NA,0,NA,0,"None"
100,"relationship",22,"<=highschool+tech","soc/beh","fl_edu","no_job","high","high","don't_know",1,4,"no_car","apartment","own","tv","no_tablet","rarely","often","rarely","everyday","rarely","rarely","sometimes","sometimes","sometimes","never","rarely",1,1,"hundreds","tens","few",21,"no_job","low",2,7,6,4.875,3,4.33333333333333,3,3.07465754133406,2.96090477990419,6.0113429085892,3.54627522521548,2.22373931250713,5.06573873099839,4.11869216172178,4.05076291708153,5.97271495742078,2.53794450156218,4.68150446658392,3.20354096598697,4.70053307772231,5.79135470418669,3.68198216867063,4.66522276530142,1.67478258145944,5.01925280120814,1.56760396106556,3.87200697367556,4.47297708548689,4.04066076861382,2.36576199587223,4.5531493750102,"Kulturalnie_wycofani",5.03280896931124,3.31599155767553,10.7002856644982,0.89169047204152,1.24532244588367,1.52192809488736,0,12,1.47951413306635,122,"Main"
